run_id,production_date,month,plant,production_line,shift,fabric_type,customer_segment,target_meters,actual_meters,good_meters,defect_meters,defect_type,material_issued_kg,waste_kg,downtime_minutes,machine_speed_rpm,operators_count,energy_kwh,order_value_inr,delivery_status,quality_grade
TR00486,2025-03-26,Mar,Delhi NCR,DE-L01,Night,Denim,Exporter,796,623.2,599.3,23.9,Finishing,171.8,7.5,46,770,10,132.1,109060.0,On Time,B
TR00626,2025-03-26,Mar,Delhi NCR,DE-L03,Evening,Cotton,Exporter,1198,1152.6,1107.1,45.5,Stain,325.7,11.8,42,908,12,265.9,152143.2,On Time,B
TR01112,2025-03-26,Mar,Jaipur,JA-L01,Night,Viscose,Domestic Brand,947,892.8,858.8,34.0,Yarn Break,252.8,9.1,31,830,7,235.4,132134.4,On Time,B
TR01479,2025-03-26,Mar,Delhi NCR,DE-L01,Night,Cotton,Fashion House,953,838.2,805.0,33.2,Shade Variation,226.3,11.0,42,636,9,218.6,110642.4,On Time,B
TR00148,2025-03-27,Mar,Delhi NCR,DE-L01,Evening,Cotton,Wholesaler,860,709.5,685.8,23.7,Shade Variation,206.2,5.2,31,785,9,164.0,93654.0,On Time,B
TR00637,2025-03-27,Mar,Ludhiana,LU-L02,Night,Cotton,Exporter,1167,1047.2,988.3,58.9,Stain,276.1,10.6,2,638,7,208.8,138230.4,On Time,C
TR01288,2025-03-27,Mar,Delhi NCR,DE-L02,Morning,Viscose,Fashion House,929,851.6,810.2,41.4,Yarn Break,253.3,10.4,10,739,7,207.8,126036.8,On Time,B
TR01291,2025-03-27,Mar,Surat,SU-L03,Morning,Viscose,Domestic Brand,821,754.2,732.6,21.6,Stain,240.5,5.5,47,722,7,172.9,111621.6,On Time,B
TR01386,2025-03-27,Mar,Surat,SU-L03,Night,Cotton,Domestic Brand,1172,1097.4,1075.8,21.6,Finishing,344.9,9.9,29,832,8,283.0,144856.8,On Time,A
TR00327,2025-03-28,Mar,Surat,SU-L01,Evening,Cotton,Exporter,866,799.2,763.1,36.1,Yarn Break,232.4,6.5,6,669,12,187.0,105494.4,On Time,B
TR00510,2025-03-28,Mar,Jaipur,JA-L01,Morning,Denim,Wholesaler,1181,977.1,956.3,20.8,Shade Variation,264.5,8.3,53,717,11,233.2,170992.5,On Time,A
TR00566,2025-03-28,Mar,Ludhiana,LU-L03,Night,Polyester,Domestic Brand,951,887.4,847.3,40.1,Weaving,285.0,6.7,6,863,8,218.1,95839.2,On Time,B
TR00719,2025-03-28,Mar,Ludhiana,LU-L01,Night,Cotton,Fashion House,1147,1044.9,994.8,50.1,Weaving,280.3,7.6,12,829,7,238.0,137926.8,On Time,B
TR01308,2025-03-28,Mar,Surat,SU-L03,Morning,Viscose,Exporter,1011,964.7,934.7,30.0,Weaving,283.9,6.7,13,878,9,215.1,142775.6,On Time,B
TR00097,2025-03-29,Mar,Surat,SU-L03,Morning,Denim,Exporter,919,873.2,847.5,25.7,Shade Variation,242.6,9.0,96,847,9,168.3,152810.0,Late,B
TR00189,2025-03-29,Mar,Jaipur,JA-L01,Morning,Blend,Wholesaler,857,812.9,781.8,31.1,Shade Variation,242.7,8.6,13,840,10,158.9,100799.6,On Time,B
TR00384,2025-03-29,Mar,Ludhiana,LU-L01,Evening,Denim,Wholesaler,839,785.7,754.4,31.3,Shade Variation,241.5,7.9,45,653,7,201.6,137497.5,On Time,B
TR00593,2025-03-29,Mar,Surat,SU-L01,Night,Denim,Exporter,919,907.0,873.9,33.1,Finishing,243.2,4.1,60,833,7,203.7,158725.0,On Time,B
TR00832,2025-03-29,Mar,Surat,SU-L03,Evening,Viscose,Wholesaler,849,824.2,792.3,31.9,Finishing,221.3,4.5,25,817,10,150.6,121981.6,Late,B
TR00854,2025-03-29,Mar,Jaipur,JA-L02,Evening,Polyester,Wholesaler,830,663.8,633.5,30.3,Yarn Break,193.3,10.1,87,729,7,139.1,71690.4,On Time,B
TR01047,2025-03-29,Mar,Surat,SU-L01,Morning,Blend,Exporter,1177,1070.6,1028.1,42.5,Weaving,303.7,12.1,21,858,7,226.2,132754.4,On Time,B
TR01265,2025-03-29,Mar,Surat,SU-L01,Evening,Denim,Wholesaler,1055,1004.1,982.0,22.1,Weaving,266.0,10.8,7,798,8,228.8,175717.5,On Time,A
TR01124,2025-03-30,Mar,Jaipur,JA-L03,Evening,Polyester,Domestic Brand,935,839.1,815.4,23.7,Yarn Break,250.3,7.4,31,759,7,205.1,90622.8,On Time,B
TR01251,2025-03-30,Mar,Jaipur,JA-L03,Morning,Cotton,Domestic Brand,868,812.0,784.4,27.6,Weaving,249.8,4.6,15,773,12,179.8,107184.0,On Time,B
TR01402,2025-03-30,Mar,Delhi NCR,DE-L01,Night,Cotton,Exporter,883,755.0,725.0,30.0,Weaving,212.6,6.4,23,772,12,142.0,99660.0,On Time,B
TR00119,2025-03-31,Mar,Delhi NCR,DE-L02,Morning,Denim,Exporter,827,725.1,698.4,26.7,Shade Variation,229.0,12.1,124,624,10,151.7,126892.5,On Time,B
TR00315,2025-03-31,Mar,Surat,SU-L03,Morning,Denim,Fashion House,1004,928.8,907.2,21.6,Weaving,294.7,4.5,16,819,8,240.1,162540.0,On Time,A
TR00831,2025-03-31,Mar,Jaipur,JA-L02,Evening,Viscose,Wholesaler,1189,1063.1,1046.7,16.4,Weaving,281.4,16.2,43,703,12,240.7,157338.8,On Time,A
TR00857,2025-03-31,Mar,Jaipur,JA-L03,Night,Polyester,Domestic Brand,837,720.7,680.7,40.0,Yarn Break,189.9,7.6,8,750,10,135.4,77835.6,On Time,C
TR00989,2025-03-31,Mar,Surat,SU-L03,Night,Denim,Domestic Brand,922,699.8,665.7,34.1,Weaving,218.5,10.3,37,849,10,135.6,122465.0,On Time,B
TR01013,2025-03-31,Mar,Delhi NCR,DE-L03,Night,Denim,Exporter,1175,1057.0,1024.4,32.6,Stain,321.7,11.8,36,681,8,288.3,184975.0,On Time,B
TR01107,2025-03-31,Mar,Delhi NCR,DE-L02,Evening,Cotton,Wholesaler,1187,1108.8,1077.2,31.6,Shade Variation,311.5,9.4,15,778,5,254.0,146361.6,Late,B
TR01454,2025-03-31,Mar,Delhi NCR,DE-L02,Evening,Cotton,Domestic Brand,795,660.3,625.4,34.9,Weaving,200.8,3.8,93,822,8,148.4,87159.6,On Time,C
TR00508,2025-04-01,Apr,Jaipur,JA-L03,Night,Polyester,Fashion House,937,843.0,835.6,7.4,Shade Variation,221.9,7.8,27,654,7,172.6,91044.0,On Time,A
TR00925,2025-04-01,Apr,Ludhiana,LU-L01,Morning,Blend,Fashion House,926,758.3,729.3,29.0,Stain,218.9,9.0,68,689,9,160.6,94029.2,On Time,B
TR00483,2025-04-02,Apr,Delhi NCR,DE-L01,Night,Denim,Domestic Brand,789,780.2,762.8,17.4,Yarn Break,226.2,9.8,10,799,11,174.7,136535.0,On Time,A
TR00568,2025-04-02,Apr,Delhi NCR,DE-L01,Evening,Denim,Wholesaler,818,772.1,750.1,22.0,Stain,236.0,14.5,36,882,6,208.4,135117.5,On Time,B
TR00617,2025-04-02,Apr,Delhi NCR,DE-L01,Morning,Polyester,Wholesaler,810,700.1,666.8,33.3,Stain,206.1,6.2,24,859,9,178.1,75610.8,On Time,B
TR01413,2025-04-02,Apr,Surat,SU-L03,Night,Polyester,Exporter,972,845.5,831.9,13.6,Finishing,243.9,11.4,32,794,7,205.2,91314.0,On Time,A
TR00696,2025-04-03,Apr,Surat,SU-L02,Evening,Blend,Exporter,1099,995.8,978.8,17.0,Shade Variation,317.5,18.4,50,737,7,213.8,123479.2,On Time,A
TR00919,2025-04-03,Apr,Delhi NCR,DE-L02,Evening,Cotton,Domestic Brand,820,796.6,770.0,26.6,Stain,210.1,7.3,12,813,11,148.1,105151.2,On Time,B
TR01307,2025-04-03,Apr,Jaipur,JA-L02,Evening,Viscose,Exporter,1000,843.9,812.7,31.2,Stain,265.8,9.5,40,870,5,216.4,124897.2,On Time,B
TR00346,2025-04-04,Apr,Surat,SU-L03,Evening,Cotton,Wholesaler,952,863.8,834.8,29.0,Shade Variation,231.7,9.4,37,767,11,195.0,114021.6,On Time,B
TR00933,2025-04-04,Apr,Ludhiana,LU-L01,Evening,Polyester,Fashion House,937,911.5,864.8,46.7,Weaving,252.8,12.1,29,668,8,244.9,98442.0,On Time,C
TR01425,2025-04-04,Apr,Surat,SU-L03,Evening,Polyester,Fashion House,1168,1080.9,1050.3,30.6,Shade Variation,343.9,16.2,8,676,5,288.2,116737.2,On Time,B
TR01179,2025-04-05,Apr,Delhi NCR,DE-L02,Evening,Viscose,Wholesaler,924,856.9,823.1,33.8,Finishing,238.2,7.5,17,788,6,160.2,126821.2,On Time,B
TR00211,2025-04-06,Apr,Surat,SU-L01,Morning,Viscose,Domestic Brand,1168,1097.4,1068.2,29.2,Shade Variation,309.6,13.5,53,647,9,203.7,162415.2,On Time,B
TR00380,2025-04-06,Apr,Jaipur,JA-L03,Night,Denim,Fashion House,1048,1044.6,1002.9,41.7,Yarn Break,330.3,13.9,104,661,10,255.6,182805.0,On Time,B
TR01297,2025-04-06,Apr,Surat,SU-L03,Evening,Polyester,Exporter,1192,1043.4,983.1,60.3,Finishing,292.5,6.5,20,888,11,211.4,112687.2,On Time,C
TR00209,2025-04-07,Apr,Surat,SU-L03,Morning,Cotton,Wholesaler,1098,1055.1,1024.0,31.1,Shade Variation,281.0,14.8,37,907,10,222.9,139273.2,On Time,B
TR01459,2025-04-07,Apr,Delhi NCR,DE-L02,Morning,Polyester,Exporter,811,725.0,709.0,16.0,Shade Variation,230.6,10.6,40,734,11,149.7,78300.0,On Time,A
TR00206,2025-04-08,Apr,Jaipur,JA-L01,Evening,Cotton,Domestic Brand,1151,1018.0,975.3,42.7,Shade Variation,294.5,10.1,62,810,7,222.2,134376.0,On Time,B
TR00292,2025-04-08,Apr,Ludhiana,LU-L03,Evening,Cotton,Domestic Brand,1066,972.7,924.1,48.6,Yarn Break,257.4,7.0,12,853,10,241.7,128396.4,On Time,B
TR00618,2025-04-08,Apr,Delhi NCR,DE-L02,Morning,Viscose,Wholesaler,933,901.1,888.2,12.9,Yarn Break,274.3,9.4,16,865,6,172.7,133362.8,On Time,A
TR01261,2025-04-08,Apr,Delhi NCR,DE-L01,Night,Cotton,Exporter,1071,954.8,921.2,33.6,Finishing,256.1,15.2,9,681,11,238.5,126033.6,On Time,B
TR01429,2025-04-08,Apr,Delhi NCR,DE-L01,Morning,Blend,Wholesaler,796,750.0,723.0,27.0,Shade Variation,207.3,10.0,51,636,5,168.5,93000.0,On Time,B
TR00509,2025-04-09,Apr,Surat,SU-L03,Evening,Viscose,Fashion House,909,784.0,766.6,17.4,Yarn Break,217.9,9.7,37,768,10,159.2,116032.0,On Time,A
TR00744,2025-04-09,Apr,Ludhiana,LU-L03,Evening,Cotton,Fashion House,802,799.1,785.3,13.8,Stain,230.1,10.4,43,858,10,204.6,105481.2,On Time,A
TR00779,2025-04-09,Apr,Delhi NCR,DE-L02,Night,Cotton,Domestic Brand,953,830.1,782.1,48.0,Stain,244.0,13.4,6,806,9,168.4,109573.2,On Time,C
TR00890,2025-04-09,Apr,Ludhiana,LU-L03,Morning,Blend,Domestic Brand,879,826.9,814.7,12.2,Weaving,260.2,7.1,45,694,5,231.0,102535.6,On Time,A
TR01011,2025-04-09,Apr,Surat,SU-L02,Morning,Cotton,Domestic Brand,867,803.3,766.4,36.9,Shade Variation,221.8,8.8,26,760,9,210.3,106035.6,On Time,B
TR01123,2025-04-09,Apr,Jaipur,JA-L01,Night,Polyester,Wholesaler,987,895.2,866.6,28.6,Yarn Break,240.2,10.0,18,862,7,244.7,96681.6,On Time,B
TR00216,2025-04-10,Apr,Surat,SU-L02,Night,Cotton,Domestic Brand,836,771.7,745.0,26.7,Weaving,233.9,7.7,14,823,9,140.2,101864.4,On Time,B
TR00143,2025-04-11,Apr,Delhi NCR,DE-L03,Night,Denim,Fashion House,813,753.9,716.4,37.5,Yarn Break,212.8,6.9,5,779,9,142.8,131932.5,On Time,B
TR00281,2025-04-11,Apr,Surat,SU-L03,Evening,Cotton,Domestic Brand,1084,1089.5,1042.3,47.2,Shade Variation,303.7,14.4,25,835,11,206.9,143814.0,On Time,B
TR00505,2025-04-11,Apr,Delhi NCR,DE-L03,Evening,Cotton,Exporter,984,867.8,833.3,34.5,Stain,278.3,13.3,31,729,11,230.8,114549.6,On Time,B
TR01322,2025-04-11,Apr,Surat,SU-L03,Evening,Blend,Exporter,926,825.4,792.0,33.4,Shade Variation,253.5,6.0,32,640,10,184.0,102349.6,On Time,B
TR01491,2025-04-11,Apr,Surat,SU-L01,Evening,Cotton,Domestic Brand,937,790.8,768.0,22.8,Shade Variation,219.0,9.7,58,817,6,196.3,104385.6,On Time,B
TR00039,2025-04-12,Apr,Ludhiana,LU-L03,Morning,Cotton,Fashion House,1089,993.5,958.4,35.1,Shade Variation,306.0,7.4,16,865,5,205.3,131142.0,On Time,B
TR00111,2025-04-12,Apr,Ludhiana,LU-L01,Morning,Blend,Exporter,940,801.1,769.6,31.5,Weaving,229.2,9.3,40,780,11,168.6,99336.4,On Time,B
TR00413,2025-04-12,Apr,Jaipur,JA-L01,Evening,Denim,Wholesaler,950,910.4,886.2,24.2,Weaving,289.8,16.2,72,740,7,200.1,159320.0,On Time,B
TR00950,2025-04-12,Apr,Ludhiana,LU-L01,Morning,Denim,Fashion House,830,733.8,687.4,46.4,Weaving,214.2,7.3,12,839,11,187.6,128415.0,On Time,C
TR01192,2025-04-12,Apr,Surat,SU-L02,Evening,Cotton,Exporter,933,912.7,878.4,34.3,Weaving,251.1,12.2,25,803,10,200.6,120476.4,On Time,B
TR00152,2025-04-13,Apr,Delhi NCR,DE-L03,Evening,Viscose,Wholesaler,1010,853.1,824.9,28.2,Shade Variation,267.1,10.3,58,743,11,226.1,126258.8,On Time,B
TR00314,2025-04-13,Apr,Ludhiana,LU-L02,Evening,Blend,Exporter,978,854.0,831.0,23.0,Yarn Break,257.3,6.3,58,723,9,212.7,105896.0,On Time,B
TR00399,2025-04-13,Apr,Surat,SU-L03,Evening,Blend,Exporter,1204,1214.3,1179.0,35.3,Weaving,338.1,18.8,20,837,11,227.5,150573.2,On Time,B
TR01028,2025-04-13,Apr,Surat,SU-L01,Evening,Cotton,Domestic Brand,1110,1020.1,989.0,31.1,Finishing,285.0,9.1,12,884,12,263.1,134653.2,On Time,B
TR00299,2025-04-14,Apr,Jaipur,JA-L02,Evening,Blend,Wholesaler,1139,941.0,934.9,6.1,Weaving,264.6,10.6,68,731,12,224.0,116684.0,On Time,A
TR00534,2025-04-14,Apr,Ludhiana,LU-L01,Morning,Polyester,Exporter,812,741.9,721.3,20.6,Yarn Break,206.0,8.1,9,896,11,154.7,80125.2,On Time,B
TR00573,2025-04-14,Apr,Delhi NCR,DE-L01,Morning,Denim,Wholesaler,1123,1144.4,1125.6,18.8,Weaving,330.3,14.1,29,828,12,313.2,200270.0,On Time,A
TR00814,2025-04-14,Apr,Jaipur,JA-L02,Morning,Polyester,Exporter,1203,1107.7,1054.0,53.7,Finishing,304.0,12.3,27,634,10,235.1,119631.6,On Time,B
TR01209,2025-04-14,Apr,Jaipur,JA-L02,Evening,Cotton,Exporter,1142,1022.0,998.4,23.6,Weaving,270.2,11.7,22,750,8,266.6,134904.0,On Time,A
TR01382,2025-04-14,Apr,Ludhiana,LU-L03,Morning,Cotton,Wholesaler,978,841.0,795.1,45.9,Finishing,243.7,6.4,56,753,5,192.5,111012.0,On Time,C
TR01410,2025-04-14,Apr,Delhi NCR,DE-L02,Morning,Cotton,Domestic Brand,981,867.8,840.2,27.6,Stain,274.3,7.6,21,800,8,204.5,114549.6,On Time,B
TR00450,2025-04-15,Apr,Ludhiana,LU-L02,Night,Polyester,Wholesaler,1004,998.4,951.0,47.4,Stain,301.2,14.7,36,857,6,268.2,107827.2,On Time,B
TR00096,2025-04-16,Apr,Jaipur,JA-L01,Morning,Blend,Wholesaler,822,738.3,716.2,22.1,Yarn Break,227.8,7.9,60,805,12,190.5,91549.2,On Time,B
TR00481,2025-04-16,Apr,Delhi NCR,DE-L03,Evening,Blend,Domestic Brand,1204,1149.1,1119.0,30.1,Stain,308.6,16.0,19,896,12,262.5,142488.4,On Time,B
TR00495,2025-04-16,Apr,Surat,SU-L02,Morning,Polyester,Exporter,1057,1006.7,998.1,8.6,Stain,307.7,17.5,22,671,5,267.0,108723.6,On Time,A
TR00660,2025-04-16,Apr,Ludhiana,LU-L03,Morning,Cotton,Exporter,889,771.8,747.0,24.8,Finishing,208.4,9.4,21,827,5,156.5,101877.6,On Time,B
TR00841,2025-04-16,Apr,Delhi NCR,DE-L01,Evening,Denim,Fashion House,831,789.6,755.2,34.4,Yarn Break,229.0,11.9,43,877,9,184.5,138180.0,On Time,B
TR00855,2025-04-16,Apr,Delhi NCR,DE-L03,Evening,Blend,Wholesaler,882,863.8,854.6,9.2,Shade Variation,270.6,7.9,36,679,12,157.3,107111.2,On Time,A
TR01230,2025-04-16,Apr,Delhi NCR,DE-L02,Morning,Cotton,Domestic Brand,1213,1053.7,1031.0,22.7,Shade Variation,281.9,8.0,16,896,9,193.9,139088.4,On Time,A
TR01483,2025-04-16,Apr,Delhi NCR,DE-L03,Night,Viscose,Domestic Brand,839,771.9,755.2,16.7,Shade Variation,226.8,9.5,18,830,6,170.6,114241.2,On Time,A
TR00342,2025-04-17,Apr,Ludhiana,LU-L01,Night,Denim,Exporter,1211,1162.0,1099.8,62.2,Finishing,370.1,19.6,10,699,12,325.0,203350.0,Late,C
TR01114,2025-04-17,Apr,Surat,SU-L01,Evening,Polyester,Domestic Brand,1155,1122.9,1091.3,31.6,Finishing,362.1,9.2,56,635,10,215.2,121273.2,On Time,B
TR00154,2025-04-18,Apr,Surat,SU-L01,Morning,Cotton,Exporter,1055,1009.8,981.4,28.4,Weaving,302.8,10.3,33,879,7,270.5,133293.6,On Time,B
TR00271,2025-04-18,Apr,Jaipur,JA-L01,Night,Polyester,Fashion House,1148,1034.4,983.8,50.6,Stain,296.4,11.1,7,901,11,195.7,111715.2,On Time,B
TR00796,2025-04-18,Apr,Surat,SU-L03,Evening,Polyester,Domestic Brand,848,692.8,682.8,10.0,Yarn Break,190.7,7.8,38,901,11,130.1,74822.4,On Time,A
TR01451,2025-04-18,Apr,Delhi NCR,DE-L02,Night,Denim,Exporter,792,738.0,719.8,18.2,Yarn Break,226.3,9.3,53,780,12,193.2,129150.0,Late,A
TR00419,2025-04-19,Apr,Jaipur,JA-L03,Morning,Blend,Domestic Brand,844,708.7,685.7,23.0,Yarn Break,195.9,4.0,54,797,8,193.8,87878.8,On Time,B
TR00638,2025-04-19,Apr,Surat,SU-L02,Morning,Cotton,Fashion House,995,867.5,839.1,28.4,Stain,245.5,5.8,15,790,9,161.4,114510.0,On Time,B
TR01239,2025-04-19,Apr,Jaipur,JA-L01,Evening,Blend,Wholesaler,787,724.8,694.1,30.7,Yarn Break,205.5,12.3,12,809,9,194.6,89875.2,On Time,B
TR01338,2025-04-19,Apr,Surat,SU-L01,Morning,Polyester,Exporter,864,902.7,868.4,34.3,Weaving,289.5,11.9,86,901,8,227.7,97491.6,Late,B
TR00263,2025-04-20,Apr,Surat,SU-L01,Morning,Blend,Fashion House,926,835.2,828.2,7.0,Finishing,256.6,8.3,21,650,6,158.6,103564.8,On Time,A
TR00353,2025-04-20,Apr,Ludhiana,LU-L01,Morning,Viscose,Exporter,1011,1010.3,973.9,36.4,Yarn Break,304.1,10.1,54,854,8,213.3,149524.4,On Time,B
TR00442,2025-04-20,Apr,Surat,SU-L02,Morning,Cotton,Domestic Brand,975,938.1,913.5,24.6,Weaving,278.2,7.2,85,717,10,179.6,123829.2,Late,B
TR00928,2025-04-20,Apr,Surat,SU-L01,Night,Viscose,Fashion House,897,771.0,758.6,12.4,Yarn Break,203.5,9.0,53,869,5,173.5,114108.0,On Time,A
TR00971,2025-04-20,Apr,Delhi NCR,DE-L02,Night,Polyester,Domestic Brand,1103,1003.0,977.1,25.9,Stain,269.6,10.1,120,834,5,248.2,108324.0,On Time,B
TR01316,2025-04-20,Apr,Jaipur,JA-L01,Evening,Viscose,Domestic Brand,1201,1157.5,1134.9,22.6,Finishing,332.1,13.7,72,795,12,252.8,171310.0,On Time,A
TR01400,2025-04-20,Apr,Delhi NCR,DE-L03,Night,Cotton,Exporter,1024,935.7,907.6,28.1,Shade Variation,291.2,6.7,16,731,5,202.1,123512.4,On Time,B
TR01403,2025-04-20,Apr,Ludhiana,LU-L01,Morning,Cotton,Exporter,911,856.1,833.4,22.7,Finishing,233.4,9.5,55,787,5,196.6,113005.2,On Time,B
TR00136,2025-04-21,Apr,Surat,SU-L03,Night,Cotton,Wholesaler,879,804.9,785.8,19.1,Shade Variation,246.9,8.7,36,655,6,179.0,106246.8,On Time,A
TR00190,2025-04-21,Apr,Delhi NCR,DE-L03,Morning,Viscose,Domestic Brand,1207,1247.9,1200.5,47.4,Finishing,365.7,12.7,19,696,7,281.0,184689.2,On Time,B
TR00307,2025-04-21,Apr,Jaipur,JA-L02,Morning,Denim,Domestic Brand,1191,1093.3,1051.9,41.4,Yarn Break,328.5,20.3,61,649,5,222.9,191327.5,On Time,B
TR00802,2025-04-21,Apr,Surat,SU-L03,Morning,Polyester,Wholesaler,850,761.7,721.7,40.0,Stain,202.9,5.2,4,717,12,141.7,82263.6,On Time,C
TR01367,2025-04-21,Apr,Delhi NCR,DE-L03,Evening,Viscose,Domestic Brand,797,715.1,699.9,15.2,Weaving,195.2,6.0,64,665,10,151.0,105834.8,On Time,A
TR01476,2025-04-21,Apr,Delhi NCR,DE-L02,Evening,Cotton,Domestic Brand,1042,1031.1,1000.0,31.1,Weaving,292.7,5.8,135,851,6,191.3,136105.2,On Time,B
TR00226,2025-04-22,Apr,Ludhiana,LU-L02,Night,Denim,Domestic Brand,894,769.1,733.6,35.5,Weaving,212.1,10.0,26,794,9,207.5,134592.5,On Time,B
TR00952,2025-04-22,Apr,Jaipur,JA-L03,Night,Polyester,Exporter,799,788.9,746.8,42.1,Yarn Break,229.4,8.6,36,765,8,184.4,85201.2,On Time,C
TR01105,2025-04-22,Apr,Jaipur,JA-L02,Night,Polyester,Fashion House,817,747.9,714.0,33.9,Weaving,207.9,7.1,8,827,11,162.0,80773.2,On Time,B
TR01155,2025-04-22,Apr,Ludhiana,LU-L01,Evening,Cotton,Exporter,1193,1168.3,1118.5,49.8,Finishing,359.2,7.5,31,865,5,308.1,154215.6,On Time,B
TR01391,2025-04-22,Apr,Jaipur,JA-L03,Morning,Blend,Wholesaler,791,716.1,691.6,24.5,Shade Variation,230.1,7.1,95,730,11,188.1,88796.4,On Time,B
TR00239,2025-04-23,Apr,Surat,SU-L02,Morning,Cotton,Wholesaler,984,898.3,861.4,36.9,Finishing,269.6,7.3,28,800,10,234.2,118575.6,On Time,B
TR01186,2025-04-23,Apr,Delhi NCR,DE-L02,Night,Cotton,Fashion House,971,798.7,769.0,29.7,Shade Variation,221.8,7.6,58,775,11,165.9,105428.4,On Time,B
TR00333,2025-04-24,Apr,Jaipur,JA-L02,Morning,Polyester,Wholesaler,1061,881.0,845.3,35.7,Weaving,262.7,13.1,27,703,7,242.1,95148.0,Late,B
TR00400,2025-04-24,Apr,Jaipur,JA-L02,Evening,Viscose,Fashion House,1215,1080.4,1044.5,35.9,Weaving,308.9,7.4,39,703,6,287.8,159899.2,On Time,B
TR00526,2025-04-24,Apr,Surat,SU-L01,Evening,Polyester,Fashion House,803,754.0,743.0,11.0,Stain,204.2,7.9,16,786,12,193.9,81432.0,On Time,A
TR01060,2025-04-24,Apr,Delhi NCR,DE-L01,Night,Cotton,Exporter,816,774.6,735.5,39.1,Yarn Break,235.6,9.3,77,859,7,211.9,102247.2,On Time,C
TR00088,2025-04-25,Apr,Jaipur,JA-L01,Evening,Blend,Domestic Brand,1218,1059.5,1031.3,28.2,Shade Variation,284.2,9.7,14,711,5,199.8,131378.0,On Time,B
TR00447,2025-04-25,Apr,Delhi NCR,DE-L02,Evening,Polyester,Wholesaler,800,724.5,703.2,21.3,Yarn Break,193.9,8.4,76,813,5,142.2,78246.0,On Time,B
TR00748,2025-04-25,Apr,Ludhiana,LU-L03,Night,Cotton,Exporter,1089,1051.0,1001.7,49.3,Weaving,336.6,11.9,38,621,6,193.1,138732.0,On Time,B
TR00749,2025-04-25,Apr,Surat,SU-L03,Morning,Cotton,Wholesaler,1151,1063.0,1052.1,10.9,Finishing,292.2,9.7,17,873,11,207.3,140316.0,On Time,A
TR01014,2025-04-25,Apr,Delhi NCR,DE-L03,Morning,Denim,Fashion House,1194,1013.0,998.6,14.4,Shade Variation,302.5,10.1,59,824,9,198.5,177275.0,Late,A
TR01034,2025-04-25,Apr,Delhi NCR,DE-L02,Evening,Denim,Domestic Brand,1101,971.8,951.7,20.1,Shade Variation,269.4,7.6,48,848,12,179.3,170065.0,On Time,A
TR01462,2025-04-25,Apr,Surat,SU-L02,Evening,Cotton,Fashion House,1134,914.3,892.6,21.7,Shade Variation,255.5,8.5,52,890,9,238.3,120687.6,On Time,A
TR00309,2025-04-26,Apr,Surat,SU-L02,Evening,Denim,Wholesaler,1151,992.4,965.3,27.1,Yarn Break,319.4,16.6,17,629,7,212.1,173670.0,On Time,B
TR00338,2025-04-26,Apr,Ludhiana,LU-L01,Night,Cotton,Domestic Brand,932,773.8,740.1,33.7,Weaving,242.1,12.5,48,837,7,172.7,102141.6,On Time,B
TR00368,2025-04-26,Apr,Ludhiana,LU-L01,Evening,Cotton,Fashion House,1070,1029.5,969.7,59.8,Stain,318.5,10.3,60,847,9,201.0,135894.0,On Time,C
TR00799,2025-04-26,Apr,Surat,SU-L01,Evening,Cotton,Exporter,1017,931.8,908.0,23.8,Shade Variation,273.9,15.5,23,734,8,180.6,122997.6,Late,B
TR00968,2025-04-26,Apr,Ludhiana,LU-L02,Morning,Cotton,Fashion House,1103,1043.3,1019.9,23.4,Yarn Break,297.2,10.8,4,811,9,187.9,137715.6,On Time,A
TR00988,2025-04-26,Apr,Delhi NCR,DE-L03,Evening,Cotton,Domestic Brand,850,807.9,791.6,16.3,Yarn Break,213.8,9.6,115,875,11,210.4,106642.8,Late,A
TR01177,2025-04-26,Apr,Surat,SU-L02,Evening,Cotton,Domestic Brand,1154,1027.3,1016.0,11.3,Finishing,320.5,16.6,61,677,8,213.8,135603.6,On Time,A
TR00403,2025-04-27,Apr,Delhi NCR,DE-L02,Evening,Cotton,Wholesaler,965,830.1,802.6,27.5,Shade Variation,253.0,7.7,16,686,5,182.4,109573.2,On Time,B
TR00525,2025-04-27,Apr,Delhi NCR,DE-L03,Evening,Polyester,Fashion House,1069,1008.1,952.2,55.9,Stain,299.0,14.4,66,704,11,216.9,108874.8,On Time,C
TR00554,2025-04-27,Apr,Delhi NCR,DE-L03,Evening,Cotton,Wholesaler,872,915.6,883.6,32.0,Shade Variation,254.6,12.9,27,807,5,165.0,120859.2,On Time,B
TR01435,2025-04-27,Apr,Surat,SU-L03,Evening,Cotton,Domestic Brand,958,912.3,875.6,36.7,Weaving,249.6,8.2,39,821,7,165.3,120423.6,On Time,B
TR01439,2025-04-27,Apr,Delhi NCR,DE-L03,Morning,Polyester,Exporter,938,940.3,917.2,23.1,Finishing,255.9,10.9,38,894,8,214.0,101552.4,On Time,A
TR00167,2025-04-28,Apr,Delhi NCR,DE-L01,Morning,Viscose,Fashion House,1070,983.5,935.3,48.2,Weaving,259.6,12.1,82,790,9,179.7,145558.0,On Time,B
TR00321,2025-04-28,Apr,Jaipur,JA-L02,Morning,Viscose,Wholesaler,847,745.1,725.1,20.0,Finishing,239.8,8.7,30,784,10,199.7,110274.8,On Time,B
