date,flight_id,airline,route,terminal,scheduled_departure,seat_capacity,passengers,departure_delay_min,delay_cause,security_wait_min,baggage_delivery_min,satisfaction_score
2026-01-08,AI1256,Air India,DEL-BOM,T2,13:45,180,129,0,None,7.5,18.5,4.7
2026-01-08,IN1257,IndiGo,DEL-GOI,T3,14:45,186,158,24,Weather,15.5,25.5,3.9
2026-01-08,IN1258,IndiGo,DEL-GOI,T2,10:15,186,164,2,None,10.3,20.2,4.4
2026-01-08,AK1259,Akasa Air,DEL-BOM,T3,18:30,189,168,14,None,21.6,15.5,3.8
2026-01-08,IN1260,IndiGo,DEL-LKO,T3,17:15,186,136,25,Technical,9.8,22.0,4.3
2026-01-08,AI1261,Air India,DEL-CCU,T1,13:00,180,167,49,Air Traffic,13.4,23.0,3.6
2026-01-08,IN1262,IndiGo,DEL-LKO,T2,15:45,186,171,0,None,10.2,13.5,4.4
2026-01-08,AI1263,Air India,DEL-HYD,T3,15:30,180,154,24,Technical,15.0,19.8,4.0
2026-01-08,SP1264,SpiceJet,DEL-GOI,T2,14:15,174,154,17,Late Aircraft,11.6,14.3,4.3
2026-01-08,IN1265,IndiGo,DEL-JAI,T3,20:15,186,145,15,None,16.3,10.9,4.2
2026-01-08,AI1266,Air India,DEL-GOI,T3,13:45,180,129,6,None,16.1,8.9,4.1
2026-01-08,AK1267,Akasa Air,DEL-PNQ,T3,14:15,189,153,18,Late Aircraft,13.7,12.8,4.1
2026-01-08,AI1268,Air India,DEL-CCU,T3,10:15,180,148,24,Air Traffic,10.7,10.6,4.2
2026-01-08,VI1269,Vistara,DEL-JAI,T3,09:00,188,148,24,Late Aircraft,19.2,15.2,4.0
2026-01-08,VI1270,Vistara,DEL-BOM,T2,09:00,188,141,31,Air Traffic,14.7,15.3,4.1
2026-01-08,SP1271,SpiceJet,DEL-HYD,T3,15:30,174,151,0,None,17.4,14.8,4.3
2026-01-09,SP1272,SpiceJet,DEL-LKO,T3,13:30,174,140,3,None,16.4,20.9,4.3
2026-01-09,AK1273,Akasa Air,DEL-GOI,T2,08:30,189,178,17,Late Aircraft,15.7,23.9,4.2
2026-01-09,AI1274,Air India,DEL-HYD,T2,09:30,180,160,22,Late Aircraft,11.7,16.7,4.3
2026-01-09,SP1275,SpiceJet,DEL-LKO,T2,06:45,174,161,0,None,8.4,22.3,4.5
2026-01-09,VI1276,Vistara,DEL-GOI,T3,19:30,188,170,10,None,19.2,16.6,4.3
2026-01-09,IN1277,IndiGo,DEL-CCU,T2,17:00,186,148,0,None,8.1,14.7,4.3
2026-01-09,AK1278,Akasa Air,DEL-BLR,T2,09:45,189,133,2,None,12.7,18.4,4.2
2026-01-09,AK1279,Akasa Air,DEL-JAI,T1,19:00,189,157,3,None,14.7,15.3,4.3
2026-01-09,SP1280,SpiceJet,DEL-GOI,T1,18:00,174,142,19,Weather,20.4,13.8,3.9
2026-01-09,IN1281,IndiGo,DEL-CCU,T3,21:30,186,139,13,None,11.1,12.4,4.1
2026-01-09,VI1282,Vistara,DEL-HYD,T1,14:15,188,155,11,None,11.4,12.5,4.2
2026-01-09,VI1283,Vistara,DEL-JAI,T2,09:15,188,142,49,Weather,18.1,18.5,3.4
2026-01-09,IN1284,IndiGo,DEL-PNQ,T3,18:00,186,131,0,None,14.0,22.9,4.4
2026-01-09,IN1285,IndiGo,DEL-BLR,T2,12:45,186,166,7,None,12.3,23.1,4.0
2026-01-09,IN1286,IndiGo,DEL-GOI,T3,17:30,186,134,20,Weather,10.9,19.8,4.0
2026-01-09,AK1287,Akasa Air,DEL-CCU,T2,12:00,189,158,13,None,12.8,26.4,4.1
2026-01-09,IN1288,IndiGo,DEL-BLR,T3,19:45,186,132,11,None,19.1,16.0,4.1
2026-01-09,VI1289,Vistara,DEL-GOI,T2,08:00,188,176,0,None,13.1,21.6,4.3
2026-01-09,IN1290,IndiGo,DEL-BOM,T1,08:00,186,143,0,None,21.6,16.6,4.0
2026-01-09,SP1291,SpiceJet,DEL-LKO,T3,10:00,174,160,0,None,9.8,11.3,4.2
2026-01-09,AI1292,Air India,DEL-BLR,T2,15:15,180,165,5,None,9.3,11.1,4.5
2026-01-09,SP1293,SpiceJet,DEL-JAI,T1,12:15,174,153,0,None,17.0,17.6,4.2
2026-01-09,VI1294,Vistara,DEL-BLR,T2,17:15,188,175,0,None,7.3,8,4.2
2026-01-09,AK1295,Akasa Air,DEL-JAI,T3,19:45,189,148,0,None,16.8,19.8,4.2
2026-01-09,SP1296,SpiceJet,DEL-CCU,T1,13:00,174,145,20,Weather,12.9,16.6,4.0
2026-01-09,IN1297,IndiGo,DEL-GOI,T3,15:45,186,180,3,None,12.3,18.1,4.2
2026-01-09,VI1298,Vistara,DEL-JAI,T3,11:00,188,175,22,Air Traffic,15.5,21.0,4.0
2026-01-09,IN1299,IndiGo,DEL-HYD,T2,19:45,186,134,6,None,14.5,15.6,4.4
2026-01-09,AI1300,Air India,DEL-JAI,T3,09:15,180,168,8,None,17.1,11.4,4.1
2026-01-09,SP1301,SpiceJet,DEL-BOM,T2,07:15,174,146,55,Late Aircraft,12.6,17.7,3.7
2026-01-09,IN1302,IndiGo,DEL-LKO,T3,16:45,186,169,17,Technical,10.9,16.1,4.4
2026-01-09,AI1303,Air India,DEL-HYD,T2,17:15,180,153,39,Technical,9.1,24.4,4.0
2026-01-09,AI1304,Air India,DEL-CCU,T3,10:00,180,175,0,None,5.5,19.2,4.6
2026-01-09,VI1305,Vistara,DEL-JAI,T3,21:00,188,176,21,Crew,11.7,25.3,4.3
2026-01-10,IN1306,IndiGo,DEL-LKO,T1,16:15,186,170,8,None,9.2,18.1,4.5
2026-01-10,AK1307,Akasa Air,DEL-BOM,T2,13:15,189,176,11,None,14.3,12.4,4.2
2026-01-10,AK1308,Akasa Air,DEL-GOI,T3,07:45,189,152,0,None,15.6,16.4,4.1
2026-01-10,AI1309,Air India,DEL-PNQ,T3,15:15,180,179,7,None,12.5,19.6,4.3
2026-01-10,AI1310,Air India,DEL-BLR,T2,13:00,180,153,19,Weather,13.9,18.7,4.3
2026-01-10,AK1311,Akasa Air,DEL-GOI,T2,15:15,189,153,7,None,11.4,19.7,4.1
2026-01-10,SP1312,SpiceJet,DEL-LKO,T1,09:00,174,172,2,None,18.5,13.7,4.2
2026-01-10,IN1313,IndiGo,DEL-PNQ,T2,20:00,186,146,0,None,17.1,19.1,4.2
2026-01-10,SP1314,SpiceJet,DEL-GOI,T2,10:00,174,127,63,Late Aircraft,8.4,21.3,3.7
2026-01-10,AI1315,Air India,DEL-BOM,T3,09:45,180,174,3,None,16.8,18.0,4.2
2026-01-10,IN1316,IndiGo,DEL-HYD,T1,17:45,186,163,15,None,11.8,15.0,4.1
2026-01-10,SP1317,SpiceJet,DEL-LKO,T2,05:00,174,125,4,None,10.8,15.7,4.5
2026-01-10,IN1318,IndiGo,DEL-PNQ,T3,08:15,186,154,6,None,19.2,17.6,3.9
2026-01-10,AI1319,Air India,DEL-LKO,T3,19:30,180,136,5,None,15.1,9.2,4.4
2026-01-10,IN1320,IndiGo,DEL-HYD,T1,05:15,186,144,0,None,9.3,16.7,4.3
2026-01-10,AI1321,Air India,DEL-HYD,T1,19:45,180,164,0,None,15.1,16.5,4.4
2026-01-10,AK1322,Akasa Air,DEL-BLR,T2,07:00,189,155,6,None,7.6,15.8,4.3
2026-01-10,AI1323,Air India,DEL-PNQ,T2,11:45,180,159,0,None,8.4,15.5,4.3
2026-01-10,AI1324,Air India,DEL-BOM,T2,18:30,180,136,2,None,14.1,16.2,4.3
2026-01-10,VI1325,Vistara,DEL-JAI,T2,09:00,188,181,0,None,18.4,20.8,4.1
2026-01-10,IN1326,IndiGo,DEL-BOM,T3,16:45,186,182,0,None,10.6,12.3,4.6
2026-01-10,AI1327,Air India,DEL-PNQ,T2,20:00,180,136,3,None,9.7,17.1,4.3
2026-01-10,AI1328,Air India,DEL-HYD,T3,08:45,180,167,0,None,16.4,13.2,4.1
2026-01-10,AI1329,Air India,DEL-BLR,T1,09:00,180,176,9,None,13.8,20.8,4.2
2026-01-10,IN1330,IndiGo,DEL-PNQ,T1,22:00,186,162,5,None,15.9,19.9,4.1
2026-01-10,AK1331,Akasa Air,DEL-GOI,T2,20:15,189,154,24,Crew,12.7,9.8,3.8
2026-01-10,SP1332,SpiceJet,DEL-HYD,T1,14:00,174,161,12,None,12.4,19.6,4.4
2026-01-10,SP1333,SpiceJet,DEL-JAI,T2,15:00,174,126,14,None,14.8,18.9,3.9
2026-01-10,AK1334,Akasa Air,DEL-HYD,T1,10:15,189,183,24,Late Aircraft,9.9,16.8,4.3
2026-01-10,SP1335,SpiceJet,DEL-JAI,T3,09:30,174,132,0,None,13.6,13.6,4.4
2026-01-10,AI1336,Air India,DEL-PNQ,T3,15:15,180,139,3,None,14.1,20.1,4.2
2026-01-10,AK1337,Akasa Air,DEL-BLR,T1,20:00,189,163,0,None,13.5,20.1,4.1
2026-01-10,SP1338,SpiceJet,DEL-LKO,T2,06:00,174,142,11,None,16.4,20.3,4.3
2026-01-10,SP1339,SpiceJet,DEL-HYD,T1,18:00,174,169,23,Air Traffic,14.4,19.2,4.1
2026-01-11,AK1340,Akasa Air,DEL-BLR,T2,12:45,189,144,12,None,8.1,15.6,4.5
2026-01-11,AK1341,Akasa Air,DEL-PNQ,T3,23:45,189,158,1,None,13.7,12.5,4.2
2026-01-11,VI1342,Vistara,DEL-GOI,T3,18:45,188,159,23,Crew,22.6,17.1,3.7
2026-01-11,VI1343,Vistara,DEL-BOM,T1,22:30,188,179,1,None,7.0,18.0,4.3
2026-01-11,AI1344,Air India,DEL-PNQ,T1,06:45,180,179,24,Air Traffic,10.6,24.3,3.9
2026-01-11,SP1345,SpiceJet,DEL-BOM,T1,16:15,174,134,15,None,11.8,12.9,4.3
2026-01-11,IN1346,IndiGo,DEL-PNQ,T1,05:00,186,155,29,Late Aircraft,10.9,18.2,4.1
2026-01-11,AK1347,Akasa Air,DEL-GOI,T3,15:45,189,188,10,None,12.3,22.7,4.1
2026-01-11,AK1348,Akasa Air,DEL-BOM,T1,12:45,189,188,17,Crew,12.1,22.8,4.2
2026-01-11,SP1349,SpiceJet,DEL-JAI,T3,18:45,174,170,47,Late Aircraft,20.2,15.1,3.5
2026-01-11,AI1350,Air India,DEL-CCU,T3,12:00,180,142,0,None,12.0,22.0,4.5
2026-01-11,AK1351,Akasa Air,DEL-HYD,T2,11:15,189,176,18,Air Traffic,12.8,16.5,4.2
2026-01-11,AI1352,Air India,DEL-GOI,T1,09:00,180,135,3,None,14.8,25.9,4.2
2026-01-11,AK1353,Akasa Air,DEL-BOM,T3,12:15,189,162,22,Technical,19.6,16.9,3.8
2026-01-11,AK1354,Akasa Air,DEL-HYD,T1,18:45,189,182,0,None,15.1,17.7,4.1
2026-01-11,VI1355,Vistara,DEL-BOM,T1,09:30,188,154,0,None,17.2,15.0,4.1
2026-01-11,SP1356,SpiceJet,DEL-PNQ,T2,14:15,174,139,4,None,8.2,18.0,4.4
2026-01-11,IN1357,IndiGo,DEL-GOI,T3,15:15,186,141,14,None,14.7,16.9,4.3
2026-01-11,SP1358,SpiceJet,DEL-JAI,T1,20:15,174,140,0,None,10.4,12.2,4.3
2026-01-11,IN1359,IndiGo,DEL-CCU,T3,14:30,186,173,2,None,12.8,20.8,4.3
2026-01-11,VI1360,Vistara,DEL-BOM,T2,11:45,188,170,0,None,8.6,20.2,4.4
2026-01-11,SP1361,SpiceJet,DEL-BLR,T2,10:45,174,157,27,Technical,13.8,16.1,4.0
2026-01-11,IN1362,IndiGo,DEL-BLR,T1,09:45,186,154,6,None,18.3,22.5,4.3
2026-01-11,SP1363,SpiceJet,DEL-HYD,T1,06:45,174,137,0,None,10.8,10.3,4.2
2026-01-11,IN1364,IndiGo,DEL-BLR,T1,20:15,186,166,20,Weather,11.5,25.7,4.1
2026-01-11,AI1365,Air India,DEL-GOI,T2,08:30,180,163,22,Weather,17.7,15.0,3.9
2026-01-11,AK1366,Akasa Air,DEL-JAI,T1,21:30,189,170,0,None,9.2,12.5,4.5
2026-01-11,VI1367,Vistara,DEL-JAI,T2,18:15,188,157,2,None,16.2,17.6,4.2
2026-01-11,VI1368,Vistara,DEL-GOI,T2,05:15,188,178,39,Crew,9.9,12.5,4.0
2026-01-11,SP1369,SpiceJet,DEL-LKO,T2,09:30,174,166,0,None,16.2,18.6,4.3
2026-01-11,VI1370,Vistara,DEL-GOI,T2,19:15,188,159,4,None,20.1,15.7,4.0
2026-01-11,IN1371,IndiGo,DEL-BOM,T1,08:15,186,157,0,None,17.3,17.1,4.0
2026-01-11,VI1372,Vistara,DEL-LKO,T2,18:45,188,175,39,Weather,17.2,20.3,3.7
2026-01-11,AI1373,Air India,DEL-CCU,T3,10:00,180,169,16,Weather,13.0,24.4,4.1
2026-01-12,AI1374,Air India,DEL-JAI,T3,08:00,180,173,11,None,20.9,20.9,4.1
2026-01-12,VI1375,Vistara,DEL-JAI,T3,09:30,188,136,24,Air Traffic,16.2,15.2,3.8
2026-01-12,AK1376,Akasa Air,DEL-BLR,T2,09:30,189,151,62,Late Aircraft,13.8,21.2,3.4
2026-01-12,IN1377,IndiGo,DEL-BOM,T2,08:30,186,135,12,None,16.9,28.7,4.2
2026-01-12,SP1378,SpiceJet,DEL-CCU,T1,12:15,174,142,8,None,11.9,15.6,4.1
2026-01-12,AK1379,Akasa Air,DEL-PNQ,T2,13:30,189,161,26,Technical,12.6,18.9,3.9
2026-01-12,AK1380,Akasa Air,DEL-PNQ,T2,18:45,189,177,5,None,9.8,17.7,4.5
2026-01-12,AI1381,Air India,DEL-JAI,T3,08:15,180,158,0,None,20.8,20.1,3.9
2026-01-12,AI1382,Air India,DEL-BOM,T1,14:15,180,150,0,None,8.5,13.2,4.2
2026-01-12,AK1383,Akasa Air,DEL-BLR,T1,21:45,189,156,0,None,9.2,14.1,4.5
2026-01-12,VI1384,Vistara,DEL-BOM,T3,10:15,188,135,17,Technical,14.1,16.8,3.9
2026-01-12,AK1385,Akasa Air,DEL-HYD,T2,15:00,189,162,0,None,8.9,11.5,4.4
2026-01-12,AI1386,Air India,DEL-HYD,T2,14:45,180,171,0,None,10.1,8,4.6
2026-01-12,SP1387,SpiceJet,DEL-PNQ,T3,15:45,174,167,0,None,12.8,27.2,4.3
2026-01-12,IN1388,IndiGo,DEL-BOM,T3,15:30,186,140,18,Technical,12.9,14.9,4.3
2026-01-12,AK1389,Akasa Air,DEL-HYD,T1,13:45,189,162,27,Air Traffic,11.6,25.2,3.8
2026-01-12,AK1390,Akasa Air,DEL-CCU,T3,17:45,189,175,18,Late Aircraft,18.0,22.4,3.8
2026-01-12,IN1391,IndiGo,DEL-BOM,T3,11:00,186,175,18,Late Aircraft,14.5,15.5,4.1
2026-01-12,SP1392,SpiceJet,DEL-BOM,T2,06:00,174,154,16,Weather,13.9,28.2,4.2
2026-01-12,AI1393,Air India,DEL-LKO,T2,12:45,180,149,7,None,10.9,12.2,4.2
2026-01-12,AK1394,Akasa Air,DEL-LKO,T3,08:15,189,162,0,None,16.7,8,4.2
2026-01-12,IN1395,IndiGo,DEL-GOI,T3,11:00,186,151,23,Weather,11.7,19.8,4.0
2026-01-12,VI1396,Vistara,DEL-HYD,T3,16:00,188,142,22,Technical,13.6,16.8,4.2
2026-01-12,IN1397,IndiGo,DEL-BOM,T1,16:00,186,129,2,None,10.5,15.2,4.3
2026-01-12,VI1398,Vistara,DEL-CCU,T3,09:00,188,170,8,None,14.2,21.2,4.0
2026-01-12,VI1399,Vistara,DEL-HYD,T1,09:30,188,165,22,Weather,19.0,18.0,3.8
2026-01-12,IN1400,IndiGo,DEL-BOM,T2,20:45,186,145,22,Weather,10.5,21.1,4.0
2026-01-12,AK1401,Akasa Air,DEL-BOM,T1,21:30,189,152,0,None,12.5,20.1,4.3
2026-01-12,AI1402,Air India,DEL-GOI,T3,16:15,180,174,25,Technical,9.5,18.4,4.1
2026-01-12,IN1403,IndiGo,DEL-LKO,T2,16:30,186,141,19,Air Traffic,15.6,26.4,4.2
2026-01-12,SP1404,SpiceJet,DEL-HYD,T1,08:15,174,155,15,None,10.3,24.6,4.2
2026-01-12,AK1405,Akasa Air,DEL-HYD,T2,15:45,189,176,25,Air Traffic,11.4,18.7,4.0
2026-01-12,SP1406,SpiceJet,DEL-GOI,T2,21:15,174,129,17,Weather,10.0,18.0,4.1
2026-01-12,AK1407,Akasa Air,DEL-CCU,T1,06:15,189,138,0,None,12.9,13.3,4.4
2026-01-13,SP1408,SpiceJet,DEL-JAI,T2,09:15,174,168,0,None,20.3,18.0,4.0
2026-01-13,IN1409,IndiGo,DEL-HYD,T3,23:45,186,175,26,Late Aircraft,15.4,15.2,4.1
2026-01-13,VI1410,Vistara,DEL-LKO,T3,17:15,188,158,0,None,12.0,9.9,4.1
2026-01-13,AK1411,Akasa Air,DEL-LKO,T3,06:30,189,183,15,None,14.2,21.5,4.3
2026-01-13,SP1412,SpiceJet,DEL-HYD,T2,16:15,174,143,1,None,10.8,16.7,4.5
2026-01-13,SP1413,SpiceJet,DEL-LKO,T2,06:15,174,165,2,None,12.0,15.9,4.2
2026-01-13,IN1414,IndiGo,DEL-BLR,T1,13:15,186,161,0,None,10.6,19.7,4.2
2026-01-13,VI1415,Vistara,DEL-HYD,T1,08:00,188,147,21,Late Aircraft,16.4,13.4,4.1
2026-01-13,AI1416,Air India,DEL-CCU,T1,18:45,180,156,0,None,16.1,14.2,4.3
2026-01-13,SP1417,SpiceJet,DEL-JAI,T1,15:15,174,134,8,None,7.2,11.9,4.2
2026-01-13,AI1418,Air India,DEL-BOM,T3,06:15,180,141,0,None,8.0,18.6,4.7
2026-01-13,VI1419,Vistara,DEL-HYD,T3,17:00,188,135,11,None,12.1,21.0,4.2
2026-01-13,SP1420,SpiceJet,DEL-BLR,T2,08:00,174,131,6,None,19.6,17.6,4.1
2026-01-13,SP1421,SpiceJet,DEL-GOI,T2,19:45,174,170,12,None,15.0,19.1,4.2
2026-01-13,SP1422,SpiceJet,DEL-HYD,T3,09:45,174,152,10,None,19.4,23.1,4.2
2026-01-13,SP1423,SpiceJet,DEL-BOM,T2,15:30,174,155,24,Late Aircraft,11.0,19.3,4.0
2026-01-13,IN1424,IndiGo,DEL-BLR,T3,11:45,186,139,6,None,12.5,21.8,4.3
2026-01-13,IN1425,IndiGo,DEL-HYD,T2,16:00,186,177,0,None,5.6,18.7,4.7
2026-01-13,AK1426,Akasa Air,DEL-GOI,T3,16:00,189,179,24,Crew,13.5,11.4,3.9
2026-01-13,VI1427,Vistara,DEL-LKO,T3,19:00,188,136,33,Air Traffic,18.5,14.8,4.0
2026-01-13,VI1428,Vistara,DEL-LKO,T1,20:00,188,146,13,None,8.8,22.8,4.4
2026-01-13,SP1429,SpiceJet,DEL-BOM,T3,20:00,174,157,22,Technical,7.9,16.7,4.0
2026-01-13,AK1430,Akasa Air,DEL-HYD,T1,06:45,189,182,12,None,9.9,15.3,4.1
2026-01-13,IN1431,IndiGo,DEL-BLR,T2,16:30,186,169,0,None,9.7,14.9,4.3
2026-01-13,VI1432,Vistara,DEL-PNQ,T3,16:30,188,160,11,None,14.2,21.4,4.2
2026-01-13,AI1433,Air India,DEL-GOI,T3,09:45,180,127,17,Late Aircraft,24.4,19.2,3.6
2026-01-13,IN1434,IndiGo,DEL-BLR,T2,09:00,186,152,0,None,12.9,14.8,4.2
2026-01-13,SP1435,SpiceJet,DEL-HYD,T1,18:15,174,155,16,Late Aircraft,15.2,13.2,3.9
2026-01-13,AI1436,Air India,DEL-GOI,T3,12:45,180,148,0,None,8.4,21.5,4.4
2026-01-13,AI1437,Air India,DEL-GOI,T3,16:00,180,145,11,None,12.7,15.5,4.2
2026-01-13,VI1438,Vistara,DEL-JAI,T2,12:45,188,133,0,None,8.6,18.6,4.4
2026-01-13,AK1439,Akasa Air,DEL-PNQ,T2,09:30,189,169,26,Crew,16.8,16.2,4.0
2026-01-13,AK1440,Akasa Air,DEL-BLR,T3,09:15,189,151,69,Crew,18.6,13.5,3.2
2026-01-13,AK1441,Akasa Air,DEL-BOM,T3,16:30,189,152,9,None,11.3,16.1,4.4
2026-01-14,VI1442,Vistara,DEL-GOI,T3,21:30,188,183,39,Weather,8.4,16.6,3.9
2026-01-14,AK1443,Akasa Air,DEL-BOM,T1,15:30,189,178,37,Technical,11.4,24.5,3.9
2026-01-14,SP1444,SpiceJet,DEL-LKO,T2,15:15,174,163,0,None,11.3,14.3,4.3
2026-01-14,AI1445,Air India,DEL-BOM,T1,05:45,180,175,18,Late Aircraft,12.1,19.3,4.3
2026-01-14,AK1446,Akasa Air,DEL-LKO,T3,13:15,189,141,13,None,10.3,13.3,4.4
2026-01-14,AK1447,Akasa Air,DEL-GOI,T2,15:00,189,162,0,None,10.6,15.1,4.4
2026-01-14,AI1448,Air India,DEL-GOI,T2,07:00,180,159,20,Late Aircraft,12.8,15.7,4.1
2026-01-14,VI1449,Vistara,DEL-BOM,T2,14:15,188,148,0,None,6.0,25.8,4.4
2026-01-14,IN1450,IndiGo,DEL-GOI,T3,15:45,186,164,1,None,13.3,15.3,4.1
2026-01-14,IN1451,IndiGo,DEL-HYD,T2,19:15,186,143,27,Late Aircraft,15.8,24.5,4.0
2026-01-14,SP1452,SpiceJet,DEL-PNQ,T3,10:15,174,137,0,None,13.5,18.9,4.5
2026-01-14,SP1453,SpiceJet,DEL-LKO,T3,09:30,174,129,11,None,12.9,13.8,4.0
2026-01-14,IN1454,IndiGo,DEL-BOM,T1,12:45,186,141,8,None,6.0,15.7,4.3
2026-01-14,IN1455,IndiGo,DEL-GOI,T3,13:45,186,165,0,None,19.5,19.3,4.2
2026-01-14,AK1456,Akasa Air,DEL-GOI,T2,10:30,189,171,1,None,8.5,16.5,4.3
2026-01-14,AI1457,Air India,DEL-PNQ,T2,16:30,180,146,0,None,6.5,16.0,4.4
2026-01-14,VI1458,Vistara,DEL-CCU,T1,16:15,188,182,0,None,7.5,12.9,4.3
2026-01-14,SP1459,SpiceJet,DEL-HYD,T3,17:45,174,153,0,None,15.9,19.0,4.5
2026-01-14,VI1460,Vistara,DEL-GOI,T1,07:15,188,144,0,None,12.8,18.0,4.1
2026-01-14,AK1461,Akasa Air,DEL-LKO,T1,14:00,189,142,1,None,6.9,10.1,4.6
2026-01-14,IN1462,IndiGo,DEL-BLR,T1,17:45,186,179,22,Late Aircraft,11.4,16.2,4.2
2026-01-14,AK1463,Akasa Air,DEL-BOM,T2,21:15,189,153,0,None,10.2,9.8,4.2
2026-01-14,IN1464,IndiGo,DEL-LKO,T3,18:00,186,146,0,None,15.1,16.6,4.5
2026-01-14,VI1465,Vistara,DEL-PNQ,T1,13:30,188,141,12,None,4,13.9,4.5
2026-01-14,SP1466,SpiceJet,DEL-BLR,T3,11:45,174,122,0,None,9.4,30.2,4.3
2026-01-14,IN1467,IndiGo,DEL-GOI,T2,22:00,186,130,14,None,16.0,19.9,3.9
2026-01-14,AI1468,Air India,DEL-JAI,T3,19:00,180,126,8,None,15.8,20.9,4.1
2026-01-14,AI1469,Air India,DEL-HYD,T1,16:45,180,133,46,Late Aircraft,6.3,14.6,3.7
2026-01-14,AK1470,Akasa Air,DEL-CCU,T1,09:15,189,184,18,Air Traffic,11.8,15.7,4.3
2026-01-14,IN1471,IndiGo,DEL-HYD,T2,08:00,186,137,5,None,14.8,18.9,4.1
2026-01-14,AI1472,Air India,DEL-BLR,T3,16:45,180,134,22,Weather,18.2,22.7,4.1
2026-01-14,SP1473,SpiceJet,DEL-HYD,T1,16:00,174,129,17,Air Traffic,9.6,12.6,4.3
2026-01-14,VI1474,Vistara,DEL-PNQ,T2,15:15,188,171,41,Air Traffic,10.3,15.7,4.0
2026-01-14,VI1475,Vistara,DEL-BOM,T1,18:30,188,157,6,None,19.6,24.8,3.9
2026-01-15,VI1476,Vistara,DEL-CCU,T2,11:00,188,133,8,None,10.1,15.0,4.1
2026-01-15,IN1477,IndiGo,DEL-CCU,T3,15:15,186,169,6,None,14.7,15.5,4.0
2026-01-15,IN1478,IndiGo,DEL-CCU,T3,19:15,186,131,10,None,21.3,14.8,4.1
2026-01-15,SP1479,SpiceJet,DEL-PNQ,T1,17:15,174,130,11,None,14.2,21.8,3.9
2026-01-15,IN1480,IndiGo,DEL-JAI,T2,09:45,186,177,20,Technical,13.3,13.2,3.9
2026-01-15,AK1481,Akasa Air,DEL-JAI,T3,09:30,189,146,1,None,17.4,10.6,4.1
2026-01-15,SP1482,SpiceJet,DEL-CCU,T3,15:45,174,122,7,None,12.9,10.5,4.0
2026-01-15,SP1483,SpiceJet,DEL-BLR,T2,09:15,174,155,12,None,14.2,19.0,4.1
2026-01-15,IN1484,IndiGo,DEL-BOM,T2,10:30,186,153,20,Technical,7.1,21.7,4.1
2026-01-15,SP1485,SpiceJet,DEL-BOM,T3,07:15,174,135,22,Late Aircraft,13.1,11.6,4.1
2026-01-15,IN1486,IndiGo,DEL-PNQ,T3,07:00,186,153,25,Air Traffic,7.4,21.6,4.2
2026-01-15,AK1487,Akasa Air,DEL-CCU,T1,11:15,189,157,11,None,14.7,15.4,4.4
2026-01-15,AI1488,Air India,DEL-PNQ,T2,10:30,180,148,7,None,12.1,9.7,4.2
2026-01-15,SP1489,SpiceJet,DEL-PNQ,T3,21:15,174,130,8,None,14.0,16.1,4.1
2026-01-15,VI1490,Vistara,DEL-BLR,T1,10:15,188,182,0,None,11.1,21.1,4.5
2026-01-15,SP1491,SpiceJet,DEL-PNQ,T2,17:30,174,123,10,None,12.5,15.3,4.4
2026-01-15,SP1492,SpiceJet,DEL-PNQ,T3,18:15,174,143,1,None,14.8,16.3,4.4
2026-01-15,VI1493,Vistara,DEL-CCU,T2,22:15,188,138,14,None,9.4,27.3,4.3
2026-01-15,AK1494,Akasa Air,DEL-GOI,T1,09:15,189,133,26,Air Traffic,13.0,17.1,3.9
2026-01-15,AI1495,Air India,DEL-BOM,T3,22:45,180,152,14,None,14.3,20.4,4.3
2026-01-15,SP1496,SpiceJet,DEL-HYD,T3,21:15,174,156,23,Air Traffic,12.3,14.5,4.3
2026-01-15,AK1497,Akasa Air,DEL-JAI,T2,08:15,189,138,10,None,13.6,16.3,4.1
2026-01-15,SP1498,SpiceJet,DEL-PNQ,T1,07:00,174,130,1,None,9.9,23.8,4.5
2026-01-15,AK1499,Akasa Air,DEL-LKO,T1,11:30,189,150,20,Technical,14.5,24.0,4.0
2026-01-15,IN1500,IndiGo,DEL-GOI,T2,10:45,186,168,0,None,10.2,13.3,4.2
2026-01-15,SP1501,SpiceJet,DEL-HYD,T3,15:45,174,144,15,None,18.9,8.8,3.8
2026-01-15,IN1502,IndiGo,DEL-BOM,T2,20:30,186,139,0,None,9.4,18.6,4.4
2026-01-15,AK1503,Akasa Air,DEL-GOI,T2,17:00,189,139,0,None,9.7,22.4,4.5
2026-01-15,VI1504,Vistara,DEL-LKO,T1,20:30,188,133,28,Technical,11.9,17.8,4.0
2026-01-15,SP1505,SpiceJet,DEL-BLR,T2,17:15,174,128,0,None,13.5,18.3,4.5
2026-01-15,VI1506,Vistara,DEL-HYD,T1,11:15,188,159,12,None,10.7,21.8,4.4
2026-01-15,IN1507,IndiGo,DEL-HYD,T2,19:30,186,171,2,None,15.4,23.2,4.2
2026-01-15,AI1508,Air India,DEL-BOM,T1,10:00,180,130,0,None,14.5,18.6,4.1
2026-01-15,SP1509,SpiceJet,DEL-JAI,T3,08:30,174,144,15,None,16.9,21.0,4.2
2026-01-16,AI1510,Air India,DEL-GOI,T1,18:00,180,140,12,None,14.7,20.2,4.1
2026-01-16,IN1511,IndiGo,DEL-BOM,T3,18:00,186,164,41,Weather,15.2,15.9,4.0
