order_id,order_date,month,customer_id,customer_segment,region,city,category,product,channel,payment_method,quantity,unit_price,discount,sales,profit,shipping_days,returned
ORD101558,2025-12-27,2025-12,CUST5582,Returning Customer,East,Mumbai,Sports,Yoga Mat,Mobile App,Debit Card,6,194,0.15,989.4,187.36,4,No
ORD101559,2025-07-23,2025-07,CUST3036,New Customer,North,Chennai,Beauty,Serum,Website,UPI,4,136,0.05,516.8,163.02,9,No
ORD101560,2025-06-13,2025-06,CUST6198,Returning Customer,East,Jaipur,Grocery,Flour Pack,Website,Credit Card,6,8,0.05,45.6,3.16,7,No
ORD101561,2025-01-31,2025-01,CUST9658,New Customer,West,Hyderabad,Home & Kitchen,Bedsheet,Website,Credit Card,3,237,0,711,144.39,8,No
ORD101562,2025-06-04,2025-06,CUST2397,Returning Customer,East,Mumbai,Books,Fiction Book,Marketplace,Net Banking,6,41,0,246,35.79,7,No
ORD101563,2025-06-12,2025-06,CUST9497,Premium Customer,North,Hyderabad,Grocery,Rice Pack,Website,Credit Card,6,74,0,444,72.46,2,No
ORD101564,2025-12-05,2025-12,CUST5529,New Customer,West,Delhi,Sports,Dumbbells,Marketplace,Credit Card,3,194,0.2,465.6,100.62,3,No
ORD101565,2025-09-25,2025-09,CUST6367,New Customer,East,Kolkata,Sports,Yoga Mat,Marketplace,Debit Card,1,240,0.15,204.0,37.29,4,No
ORD101566,2025-04-30,2025-04,CUST4031,New Customer,West,Delhi,Fashion,Dress,Website,Net Banking,4,57,0.05,216.6,46.52,9,No
ORD101567,2025-04-05,2025-04,CUST8615,Returning Customer,South,Mumbai,Electronics,Tablet,Marketplace,UPI,2,257,0.25,385.5,33.26,6,No
ORD101568,2025-05-13,2025-05,CUST9648,New Customer,East,Kolkata,Sports,Dumbbells,Mobile App,Credit Card,6,35,0.2,168.0,39.3,8,No
ORD101569,2025-11-08,2025-11,CUST7300,Returning Customer,North,Lucknow,Fashion,Jacket,Marketplace,UPI,3,136,0.1,367.2,106.3,2,No
ORD101570,2025-09-17,2025-09,CUST9918,Returning Customer,Central,Pune,Grocery,Cooking Oil,Website,UPI,2,46,0.15,78.2,4.18,4,No
ORD101571,2025-03-08,2025-03,CUST3769,New Customer,West,Bengaluru,Beauty,Shampoo,Marketplace,Credit Card,5,48,0.15,204.0,72.16,6,No
ORD101572,2025-11-05,2025-11,CUST2245,Returning Customer,East,Hyderabad,Grocery,Snacks,Website,COD,6,39,0.1,210.6,27.41,1,No
ORD101573,2025-02-27,2025-02,CUST1878,Premium Customer,North,Chennai,Grocery,Rice Pack,Marketplace,Debit Card,5,24,0.15,102.0,17.05,6,No
ORD101574,2025-10-21,2025-10,CUST4883,Returning Customer,Central,Mumbai,Sports,Running Shoes,Website,UPI,5,128,0.05,608.0,124.09,5,No
ORD101575,2025-12-11,2025-12,CUST6936,Returning Customer,North,Jaipur,Fashion,Jeans,Marketplace,Net Banking,1,139,0.25,104.25,24.54,9,No
ORD101576,2025-11-24,2025-11,CUST2815,Returning Customer,South,Bengaluru,Grocery,Snacks,Website,Net Banking,3,58,0.25,130.5,21.81,1,No
ORD101577,2025-04-09,2025-04,CUST8361,Returning Customer,West,Ahmedabad,Electronics,Smartphone,Mobile App,Debit Card,3,440,0.25,990.0,114.46,1,No
ORD101578,2025-05-05,2025-05,CUST3395,New Customer,East,Kolkata,Fashion,Dress,Marketplace,Net Banking,2,101,0.25,151.5,44.09,3,No
ORD101579,2025-07-20,2025-07,CUST2374,Returning Customer,South,Delhi,Grocery,Cooking Oil,Mobile App,Debit Card,4,62,0,248,42.59,2,No
ORD101580,2025-05-10,2025-05,CUST2635,Returning Customer,East,Pune,Sports,Dumbbells,Website,Debit Card,5,109,0.25,408.75,61.61,9,No
ORD101581,2025-11-01,2025-11,CUST1887,Returning Customer,East,Pune,Home & Kitchen,Lamp,Mobile App,Credit Card,6,156,0.15,795.6,205.4,5,No
ORD101582,2025-05-17,2025-05,CUST6399,Returning Customer,Central,Jaipur,Beauty,Makeup Kit,Website,Debit Card,3,46,0.05,131.1,41.14,8,No
ORD101583,2025-12-18,2025-12,CUST8626,Returning Customer,East,Jaipur,Books,Exam Guide,Mobile App,Debit Card,2,41,0.05,77.9,15.39,1,No
ORD101584,2025-03-17,2025-03,CUST4842,Premium Customer,East,Bengaluru,Electronics,Smartphone,Website,Credit Card,1,486,0.25,364.5,58.16,6,No
ORD101585,2025-07-02,2025-07,CUST1676,Returning Customer,West,Ahmedabad,Grocery,Flour Pack,Mobile App,Credit Card,6,59,0.25,265.5,31.38,9,No
ORD101586,2025-11-18,2025-11,CUST3916,New Customer,West,Kolkata,Grocery,Cooking Oil,Mobile App,Debit Card,6,24,0,144,13.53,9,No
ORD101587,2025-03-08,2025-03,CUST1922,Returning Customer,North,Hyderabad,Grocery,Flour Pack,Website,COD,2,69,0.15,117.3,18.03,7,No
ORD101588,2025-05-07,2025-05,CUST4827,Returning Customer,South,Hyderabad,Electronics,Headphones,Mobile App,UPI,5,333,0.05,1581.75,207.27,9,No
ORD101589,2025-07-08,2025-07,CUST8149,Returning Customer,West,Kolkata,Home & Kitchen,Bedsheet,Marketplace,Debit Card,2,310,0.25,465.0,76.31,9,No
ORD101590,2025-01-31,2025-01,CUST1015,Returning Customer,West,Kolkata,Electronics,Tablet,Marketplace,COD,6,1135,0.1,6129.0,775.18,9,No
ORD101591,2025-06-08,2025-06,CUST6096,Returning Customer,South,Pune,Grocery,Flour Pack,Mobile App,Net Banking,1,63,0.05,59.85,10.0,4,No
ORD101592,2025-07-11,2025-07,CUST2326,Returning Customer,North,Mumbai,Home & Kitchen,Mixer,Website,Credit Card,1,41,0.05,38.95,8.53,4,No
ORD101593,2025-04-10,2025-04,CUST5816,Returning Customer,West,Lucknow,Fashion,Dress,Website,Debit Card,4,61,0.05,231.8,61.71,3,No
ORD101594,2025-02-05,2025-02,CUST6184,Premium Customer,South,Lucknow,Home & Kitchen,Lamp,Mobile App,Credit Card,1,49,0.2,39.2,10.02,1,No
ORD101595,2025-02-18,2025-02,CUST5274,Returning Customer,North,Chennai,Sports,Cricket Bat,Mobile App,COD,2,139,0.15,236.3,49.46,1,No
ORD101596,2025-12-18,2025-12,CUST7424,New Customer,South,Ahmedabad,Electronics,Laptop,Mobile App,COD,5,869,0.05,4127.75,652.26,4,No
ORD101597,2025-01-28,2025-01,CUST5600,New Customer,North,Lucknow,Home & Kitchen,Cookware Set,Mobile App,UPI,6,115,0,690,190.59,5,No
ORD101598,2025-02-18,2025-02,CUST4632,New Customer,North,Delhi,Electronics,Tablet,Mobile App,COD,3,1062,0.15,2708.1,340.16,5,No
ORD101599,2025-08-18,2025-08,CUST7713,Returning Customer,Central,Jaipur,Beauty,Serum,Marketplace,Net Banking,3,94,0.25,211.5,55.98,2,No
ORD101600,2025-06-08,2025-06,CUST3488,New Customer,East,Pune,Grocery,Flour Pack,Mobile App,COD,3,34,0.2,81.6,4.32,7,No
ORD101601,2025-04-06,2025-04,CUST3554,Returning Customer,Central,Kolkata,Grocery,Snacks,Mobile App,Net Banking,1,12,0.15,10.2,1.07,5,No
ORD101602,2025-09-02,2025-09,CUST5837,Premium Customer,North,Pune,Home & Kitchen,Lamp,Mobile App,COD,2,335,0.2,536.0,92.43,1,No
ORD101603,2025-05-08,2025-05,CUST2241,Premium Customer,West,Delhi,Grocery,Cooking Oil,Website,UPI,5,14,0.2,56.0,10.07,1,No
ORD101604,2025-09-19,2025-09,CUST7699,New Customer,Central,Pune,Sports,Cricket Bat,Mobile App,UPI,2,152,0.25,228.0,54.68,9,No
ORD101605,2025-07-13,2025-07,CUST2624,Returning Customer,West,Kolkata,Fashion,Jacket,Marketplace,Net Banking,2,55,0.2,88.0,29.04,2,No
ORD101606,2025-05-09,2025-05,CUST8974,Returning Customer,North,Hyderabad,Fashion,Jacket,Website,UPI,5,128,0.1,576.0,164.01,9,No
ORD101607,2025-02-12,2025-02,CUST4717,New Customer,East,Delhi,Grocery,Tea,Website,Net Banking,3,65,0.15,165.75,13.6,4,No
ORD101608,2025-01-05,2025-01,CUST6005,Returning Customer,East,Hyderabad,Fashion,Dress,Website,UPI,5,140,0.15,595.0,148.02,7,No
ORD101609,2025-06-14,2025-06,CUST5371,New Customer,North,Lucknow,Beauty,Shampoo,Mobile App,UPI,3,37,0.05,105.45,30.17,1,Yes
ORD101610,2025-06-12,2025-06,CUST2514,Returning Customer,North,Chennai,Home & Kitchen,Bedsheet,Mobile App,Debit Card,2,219,0.15,372.3,80.46,1,No
ORD101611,2025-08-31,2025-08,CUST4193,Returning Customer,East,Kolkata,Beauty,Perfume,Mobile App,Debit Card,6,50,0.2,240.0,79.49,2,No
ORD101612,2025-05-03,2025-05,CUST9534,Premium Customer,East,Pune,Beauty,Makeup Kit,Website,COD,2,23,0.15,39.1,14.46,5,No
ORD101613,2025-01-11,2025-01,CUST7823,New Customer,Central,Chennai,Fashion,T-Shirt,Mobile App,COD,3,76,0,228,66.69,7,No
ORD101614,2025-03-28,2025-03,CUST2399,New Customer,East,Jaipur,Sports,Running Shoes,Mobile App,UPI,1,104,0.25,78.0,11.36,2,No
ORD101615,2025-02-18,2025-02,CUST5289,Returning Customer,West,Delhi,Electronics,Laptop,Website,COD,6,317,0.1,1711.8,334.31,5,No
ORD101616,2025-11-30,2025-11,CUST8975,Premium Customer,Central,Jaipur,Electronics,Laptop,Mobile App,UPI,1,514,0.2,411.2,52.83,6,No
ORD101617,2025-04-28,2025-04,CUST7713,Returning Customer,East,Chennai,Beauty,Makeup Kit,Mobile App,Net Banking,3,66,0,198,62.51,5,No
ORD101618,2025-03-14,2025-03,CUST3285,Returning Customer,North,Ahmedabad,Electronics,Laptop,Mobile App,Credit Card,2,878,0,1756,272.04,7,No
ORD101619,2025-03-24,2025-03,CUST6113,Returning Customer,Central,Hyderabad,Grocery,Tea,Marketplace,UPI,6,10,0.15,51.0,8.75,9,No
ORD101620,2025-09-21,2025-09,CUST3838,Returning Customer,North,Mumbai,Beauty,Serum,Website,UPI,4,61,0.25,183.0,61.3,2,No
ORD101621,2025-02-25,2025-02,CUST1891,New Customer,East,Ahmedabad,Fashion,Sneakers,Website,Credit Card,2,153,0,306,88.94,2,No
ORD101622,2025-06-01,2025-06,CUST4753,Premium Customer,West,Hyderabad,Sports,Dumbbells,Mobile App,Net Banking,1,248,0.2,198.4,51.02,5,No
ORD101623,2025-03-09,2025-03,CUST9992,New Customer,South,Pune,Fashion,T-Shirt,Marketplace,UPI,6,104,0.25,468.0,117.06,7,No
ORD101624,2025-12-08,2025-12,CUST8175,New Customer,West,Mumbai,Sports,Running Shoes,Marketplace,Net Banking,5,203,0.15,862.75,203.21,9,No
ORD101625,2025-11-09,2025-11,CUST1025,Returning Customer,South,Delhi,Home & Kitchen,Bedsheet,Marketplace,Debit Card,4,46,0.05,174.8,41.04,3,No
ORD101626,2025-07-06,2025-07,CUST8582,New Customer,South,Pune,Beauty,Shampoo,Website,Net Banking,5,68,0.05,323.0,107.0,7,No
ORD101627,2025-11-29,2025-11,CUST9267,Returning Customer,South,Delhi,Electronics,Laptop,Website,Credit Card,5,287,0,1435,164.7,9,No
ORD101628,2025-04-18,2025-04,CUST5983,Returning Customer,West,Hyderabad,Fashion,Sneakers,Marketplace,Credit Card,4,138,0,552,164.63,5,No
ORD101629,2025-01-23,2025-01,CUST5617,Returning Customer,South,Hyderabad,Fashion,T-Shirt,Website,COD,3,124,0.15,316.2,93.11,9,No
ORD101630,2025-03-06,2025-03,CUST8567,Returning Customer,Central,Delhi,Beauty,Serum,Mobile App,Net Banking,6,35,0.25,157.5,44.66,3,No
ORD101631,2025-02-09,2025-02,CUST4255,Returning Customer,North,Pune,Beauty,Serum,Mobile App,UPI,2,22,0,44,13.38,9,No
ORD101632,2025-03-22,2025-03,CUST9771,New Customer,South,Lucknow,Grocery,Snacks,Website,Credit Card,5,76,0.25,285.0,50.94,2,No
ORD101633,2025-05-09,2025-05,CUST5482,Returning Customer,West,Lucknow,Books,Business Book,Website,UPI,5,32,0.25,120.0,27.66,6,No
ORD101634,2025-01-06,2025-01,CUST2852,Returning Customer,East,Mumbai,Fashion,Jeans,Mobile App,UPI,3,50,0,150,34.93,4,No
ORD101635,2025-08-22,2025-08,CUST2014,Returning Customer,East,Pune,Grocery,Rice Pack,Website,COD,5,35,0.1,157.5,19.31,6,No
ORD101636,2025-04-09,2025-04,CUST7920,Returning Customer,South,Pune,Electronics,Tablet,Website,Credit Card,6,786,0.05,4480.2,669.89,5,No
ORD101637,2025-01-30,2025-01,CUST1300,Returning Customer,North,Delhi,Home & Kitchen,Storage Box,Marketplace,COD,3,137,0.15,349.35,94.43,6,No
ORD101638,2025-07-15,2025-07,CUST7872,Returning Customer,South,Ahmedabad,Beauty,Shampoo,Mobile App,Debit Card,5,46,0.05,218.5,72.51,5,No
ORD101639,2025-03-08,2025-03,CUST9449,New Customer,South,Hyderabad,Home & Kitchen,Cookware Set,Marketplace,Net Banking,1,253,0.1,227.7,63.43,8,No
ORD101640,2025-12-18,2025-12,CUST7400,Returning Customer,East,Kolkata,Fashion,T-Shirt,Marketplace,Debit Card,6,109,0.05,621.3,153.83,1,No
ORD101641,2025-02-08,2025-02,CUST1253,Returning Customer,Central,Jaipur,Beauty,Serum,Mobile App,Net Banking,3,17,0.25,38.25,10.24,4,No
ORD101642,2025-07-30,2025-07,CUST2094,Returning Customer,Central,Lucknow,Beauty,Makeup Kit,Website,Credit Card,1,133,0.25,99.75,26.58,6,No
ORD101643,2025-03-02,2025-03,CUST9527,Returning Customer,North,Jaipur,Sports,Yoga Mat,Marketplace,Credit Card,6,137,0.2,657.6,162.12,3,Yes
ORD101644,2025-05-23,2025-05,CUST2476,Returning Customer,East,Pune,Beauty,Face Cream,Website,Credit Card,4,108,0.2,345.6,99.17,1,No
ORD101645,2025-12-05,2025-12,CUST5405,New Customer,South,Pune,Home & Kitchen,Storage Box,Marketplace,Debit Card,6,100,0.05,570.0,121.62,3,No
ORD101646,2025-03-15,2025-03,CUST6962,Returning Customer,East,Bengaluru,Sports,Yoga Mat,Website,Debit Card,2,246,0.05,467.4,108.96,5,No
ORD101647,2025-11-25,2025-11,CUST1354,Returning Customer,North,Bengaluru,Grocery,Rice Pack,Mobile App,Debit Card,5,78,0.05,370.5,44.89,2,No
ORD101648,2025-08-15,2025-08,CUST5116,Returning Customer,West,Jaipur,Fashion,Sneakers,Website,COD,1,66,0.1,59.4,17.26,8,No
ORD101649,2025-07-14,2025-07,CUST9248,Returning Customer,North,Hyderabad,Sports,Yoga Mat,Website,COD,3,118,0.1,318.6,55.58,1,No
ORD101650,2025-12-19,2025-12,CUST2507,Returning Customer,South,Delhi,Sports,Cricket Bat,Website,Debit Card,3,113,0.25,254.25,55.81,9,No
ORD101651,2025-06-28,2025-06,CUST7294,Returning Customer,South,Mumbai,Fashion,Sneakers,Website,UPI,3,72,0.1,194.4,63.63,6,No
ORD101652,2025-03-31,2025-03,CUST7913,Returning Customer,North,Pune,Fashion,T-Shirt,Mobile App,UPI,1,42,0.15,35.7,9.42,5,Yes
ORD101653,2025-11-24,2025-11,CUST8167,Returning Customer,North,Bengaluru,Electronics,Laptop,Mobile App,Debit Card,4,700,0.1,2520.0,248.55,2,No
ORD101654,2025-12-05,2025-12,CUST5893,Returning Customer,South,Delhi,Grocery,Snacks,Mobile App,Credit Card,3,32,0.25,72.0,7.41,9,No
ORD101655,2025-11-29,2025-11,CUST7340,Returning Customer,East,Chennai,Beauty,Makeup Kit,Website,Credit Card,5,45,0.15,191.25,50.93,9,No
ORD101656,2025-03-26,2025-03,CUST9219,Premium Customer,Central,Pune,Fashion,T-Shirt,Mobile App,Debit Card,1,105,0.15,89.25,27.43,3,No
ORD101657,2025-07-07,2025-07,CUST1563,Returning Customer,South,Pune,Home & Kitchen,Cookware Set,Website,Net Banking,4,289,0.2,924.8,140.85,1,No
ORD101658,2025-06-10,2025-06,CUST5443,Returning Customer,South,Delhi,Electronics,Smartwatch,Website,COD,5,891,0,4455,434.49,6,No
ORD101659,2025-07-02,2025-07,CUST7480,Returning Customer,North,Delhi,Fashion,Jacket,Marketplace,Debit Card,2,165,0.2,264.0,81.19,1,No
ORD101660,2025-02-20,2025-02,CUST8663,New Customer,East,Ahmedabad,Fashion,Dress,Marketplace,Debit Card,5,19,0,95,23.6,6,No
ORD101661,2025-10-16,2025-10,CUST5118,Returning Customer,South,Jaipur,Sports,Dumbbells,Marketplace,Net Banking,6,82,0.05,467.4,86.98,9,No
ORD101662,2025-09-25,2025-09,CUST1529,New Customer,South,Kolkata,Electronics,Tablet,Marketplace,Credit Card,5,842,0,4210,512.93,7,No
ORD101663,2025-11-06,2025-11,CUST8490,Returning Customer,South,Pune,Fashion,Sneakers,Mobile App,Credit Card,6,166,0,996,239.14,4,No
ORD101664,2025-09-22,2025-09,CUST5600,New Customer,South,Hyderabad,Sports,Running Shoes,Mobile App,COD,5,33,0.25,123.75,29.28,4,No
ORD101665,2025-07-11,2025-07,CUST4213,Returning Customer,West,Chennai,Grocery,Cooking Oil,Marketplace,COD,1,57,0.15,48.45,5.98,1,No
ORD101666,2025-07-06,2025-07,CUST2755,Returning Customer,South,Jaipur,Grocery,Tea,Website,COD,6,61,0,366,36.53,6,No
ORD101667,2025-06-03,2025-06,CUST3353,New Customer,North,Ahmedabad,Beauty,Shampoo,Marketplace,Debit Card,3,24,0.1,64.8,19.16,6,No
ORD101668,2025-01-08,2025-01,CUST5177,New Customer,West,Mumbai,Sports,Dumbbells,Website,UPI,2,229,0.1,412.2,78.44,9,No
ORD101669,2025-10-26,2025-10,CUST6490,Returning Customer,West,Kolkata,Home & Kitchen,Mixer,Website,COD,1,60,0.15,51.0,11.86,3,No
ORD101670,2025-01-21,2025-01,CUST3085,Returning Customer,East,Hyderabad,Fashion,T-Shirt,Marketplace,Credit Card,2,84,0.25,126.0,26.6,8,No
ORD101671,2025-09-11,2025-09,CUST8516,Returning Customer,South,Chennai,Home & Kitchen,Lamp,Mobile App,Credit Card,1,326,0.2,260.8,67.09,7,No
ORD101672,2025-01-31,2025-01,CUST3449,Returning Customer,West,Hyderabad,Electronics,Tablet,Marketplace,COD,2,345,0.05,655.5,108.52,4,Yes
ORD101673,2025-04-13,2025-04,CUST6729,Returning Customer,East,Pune,Electronics,Smartwatch,Mobile App,Debit Card,1,383,0.25,287.25,41.99,1,No
ORD101674,2025-09-28,2025-09,CUST7369,Returning Customer,North,Kolkata,Fashion,T-Shirt,Marketplace,Credit Card,2,45,0.05,85.5,25.35,5,No
ORD101675,2025-03-05,2025-03,CUST5117,New Customer,Central,Delhi,Electronics,Headphones,Marketplace,UPI,6,196,0.25,882.0,76.58,1,No
ORD101676,2025-10-26,2025-10,CUST3863,New Customer,East,Delhi,Electronics,Headphones,Website,Credit Card,5,588,0.1,2646.0,484.97,4,No
ORD101677,2025-05-23,2025-05,CUST6594,Premium Customer,West,Mumbai,Home & Kitchen,Lamp,Mobile App,Debit Card,4,304,0.25,912.0,208.73,8,No
ORD101678,2025-09-28,2025-09,CUST8777,Premium Customer,Central,Kolkata,Fashion,Jacket,Mobile App,Credit Card,5,37,0.1,166.5,47.81,4,No
ORD101679,2025-07-08,2025-07,CUST4778,New Customer,West,Hyderabad,Fashion,Jacket,Website,Credit Card,6,100,0.1,540.0,169.33,4,No
ORD101680,2025-03-08,2025-03,CUST1049,Premium Customer,East,Bengaluru,Grocery,Snacks,Website,Debit Card,6,21,0.2,100.8,6.21,9,No
ORD101681,2025-09-25,2025-09,CUST3850,Returning Customer,North,Jaipur,Electronics,Laptop,Mobile App,Credit Card,3,510,0.05,1453.5,162.21,3,No
ORD101682,2025-02-07,2025-02,CUST7898,New Customer,West,Chennai,Fashion,Jacket,Marketplace,COD,5,89,0.1,400.5,87.82,1,No
ORD101683,2025-05-27,2025-05,CUST9183,New Customer,South,Jaipur,Beauty,Shampoo,Website,Net Banking,5,35,0.2,140.0,41.36,4,No
ORD101684,2025-10-27,2025-10,CUST8261,Returning Customer,South,Hyderabad,Grocery,Cooking Oil,Mobile App,Debit Card,5,31,0.25,116.25,17.87,5,No
ORD101685,2025-04-20,2025-04,CUST8572,Premium Customer,West,Lucknow,Fashion,Dress,Marketplace,UPI,5,93,0,465,123.82,6,No
ORD101686,2025-06-11,2025-06,CUST6266,New Customer,West,Jaipur,Electronics,Smartphone,Mobile App,COD,4,203,0.2,649.6,119.94,7,Yes
ORD101687,2025-04-26,2025-04,CUST9068,New Customer,Central,Ahmedabad,Fashion,Jacket,Mobile App,UPI,3,58,0.1,156.6,46.95,7,No
ORD101688,2025-02-04,2025-02,CUST4891,Premium Customer,South,Lucknow,Beauty,Perfume,Website,Net Banking,4,98,0.2,313.6,79.61,2,No
ORD101689,2025-11-14,2025-11,CUST2090,Returning Customer,West,Pune,Electronics,Smartphone,Marketplace,UPI,4,797,0.1,2869.2,421.74,1,No
ORD101690,2025-03-15,2025-03,CUST4001,New Customer,South,Pune,Sports,Dumbbells,Marketplace,Debit Card,2,117,0.1,210.6,41.3,9,No
ORD101691,2025-02-24,2025-02,CUST3759,New Customer,South,Bengaluru,Beauty,Perfume,Marketplace,Credit Card,3,35,0.15,89.25,33.89,1,No
ORD101692,2025-10-25,2025-10,CUST5234,Returning Customer,Central,Lucknow,Books,Business Book,Marketplace,Net Banking,4,22,0.1,79.2,11.51,5,No
ORD101693,2025-09-10,2025-09,CUST2037,Returning Customer,North,Lucknow,Sports,Football,Website,COD,6,221,0.2,1060.8,165.48,8,No
ORD101694,2025-02-16,2025-02,CUST5441,Returning Customer,Central,Jaipur,Sports,Dumbbells,Marketplace,COD,4,208,0.1,748.8,103.73,5,No
ORD101695,2025-12-27,2025-12,CUST6682,Returning Customer,North,Jaipur,Grocery,Flour Pack,Marketplace,Net Banking,2,80,0.2,128.0,20.1,8,No
ORD101696,2025-12-23,2025-12,CUST2631,Returning Customer,West,Delhi,Electronics,Laptop,Website,COD,4,266,0.2,851.2,129.22,6,No
ORD101697,2025-09-09,2025-09,CUST4036,Returning Customer,East,Mumbai,Electronics,Laptop,Website,Net Banking,2,1039,0.2,1662.4,215.41,2,No
ORD101698,2025-11-30,2025-11,CUST1450,New Customer,Central,Mumbai,Books,Biography,Mobile App,Debit Card,1,7,0.2,5.6,1.32,8,No
ORD101699,2025-10-10,2025-10,CUST8839,Returning Customer,West,Chennai,Fashion,Dress,Marketplace,Net Banking,3,110,0,330,100.46,8,No
ORD101700,2025-05-15,2025-05,CUST6943,Returning Customer,North,Jaipur,Fashion,Jeans,Website,UPI,2,42,0.25,63.0,19.03,1,No
ORD101701,2025-12-30,2025-12,CUST3833,New Customer,Central,Delhi,Sports,Yoga Mat,Marketplace,Credit Card,5,88,0.1,396.0,99.93,9,No
ORD101702,2025-10-12,2025-10,CUST8098,Returning Customer,East,Kolkata,Fashion,Dress,Marketplace,Credit Card,4,51,0.2,163.2,52.75,6,No
ORD101703,2025-08-26,2025-08,CUST3967,Returning Customer,South,Lucknow,Electronics,Tablet,Marketplace,UPI,4,670,0.15,2278.0,449.29,3,No
ORD101704,2025-07-17,2025-07,CUST6216,Returning Customer,Central,Bengaluru,Electronics,Tablet,Marketplace,Net Banking,4,770,0.25,2310.0,440.3,1,No
ORD101705,2025-06-07,2025-06,CUST7069,Premium Customer,West,Jaipur,Sports,Dumbbells,Website,Debit Card,6,40,0.25,180.0,41.25,3,No
ORD101706,2025-10-21,2025-10,CUST4186,Returning Customer,East,Chennai,Beauty,Serum,Website,Net Banking,6,139,0.2,667.2,241.18,3,No
ORD101707,2025-08-22,2025-08,CUST8896,Returning Customer,West,Delhi,Beauty,Face Cream,Mobile App,UPI,6,79,0.05,450.3,157.91,1,No
ORD101708,2025-03-23,2025-03,CUST9985,Returning Customer,West,Delhi,Beauty,Makeup Kit,Website,Net Banking,4,136,0.1,489.6,173.69,2,No
ORD101709,2025-10-03,2025-10,CUST8675,New Customer,North,Delhi,Sports,Yoga Mat,Marketplace,UPI,3,62,0.05,176.7,23.62,3,No
ORD101710,2025-03-10,2025-03,CUST5279,Returning Customer,West,Lucknow,Grocery,Tea,Mobile App,Net Banking,4,80,0,320,17.01,1,No
ORD101711,2025-06-19,2025-06,CUST7358,New Customer,North,Mumbai,Fashion,Jacket,Mobile App,Debit Card,2,110,0.05,209.0,66.09,9,No
ORD101712,2025-12-06,2025-12,CUST7478,Returning Customer,North,Hyderabad,Fashion,Jeans,Mobile App,COD,6,79,0.2,379.2,95.83,5,No
ORD101713,2025-07-30,2025-07,CUST9953,New Customer,East,Mumbai,Home & Kitchen,Lamp,Marketplace,Debit Card,6,269,0.05,1533.3,265.59,3,No
ORD101714,2025-05-11,2025-05,CUST3154,New Customer,East,Bengaluru,Electronics,Smartwatch,Website,UPI,3,323,0.05,920.55,161.14,2,No
ORD101715,2025-06-24,2025-06,CUST1919,Premium Customer,Central,Mumbai,Fashion,Jacket,Marketplace,Net Banking,4,99,0.25,297.0,92.37,2,No
ORD101716,2025-09-10,2025-09,CUST4562,Returning Customer,West,Mumbai,Grocery,Tea,Mobile App,COD,5,42,0.1,189.0,22.95,5,No
ORD101717,2025-06-18,2025-06,CUST1181,Premium Customer,Central,Ahmedabad,Home & Kitchen,Mixer,Marketplace,Credit Card,3,154,0.25,346.5,82.22,9,No
ORD101718,2025-03-21,2025-03,CUST4782,New Customer,South,Mumbai,Beauty,Makeup Kit,Mobile App,UPI,3,52,0.15,132.6,50.26,2,No
ORD101719,2025-11-15,2025-11,CUST5903,Returning Customer,South,Pune,Fashion,T-Shirt,Mobile App,Debit Card,4,156,0.05,592.8,195.42,1,No
ORD101720,2025-12-10,2025-12,CUST2531,New Customer,South,Bengaluru,Sports,Running Shoes,Marketplace,Net Banking,4,238,0.15,809.2,181.92,9,No
ORD101721,2025-07-27,2025-07,CUST6533,Premium Customer,North,Pune,Beauty,Face Cream,Mobile App,UPI,2,34,0,68,20.0,8,No
ORD101722,2025-04-23,2025-04,CUST6705,Returning Customer,South,Chennai,Home & Kitchen,Storage Box,Website,Credit Card,4,143,0.25,429.0,94.84,1,No
ORD101723,2025-08-26,2025-08,CUST9007,Returning Customer,South,Mumbai,Books,Fiction Book,Marketplace,UPI,1,25,0.1,22.5,2.53,1,No
ORD101724,2025-08-21,2025-08,CUST4218,New Customer,South,Delhi,Beauty,Makeup Kit,Marketplace,Net Banking,1,94,0.1,84.6,30.59,5,No
ORD101725,2025-01-24,2025-01,CUST5777,Premium Customer,East,Chennai,Fashion,T-Shirt,Marketplace,Credit Card,4,171,0.1,615.6,149.64,8,No
ORD101726,2025-04-28,2025-04,CUST7697,Returning Customer,South,Kolkata,Fashion,Dress,Marketplace,Credit Card,3,115,0.15,293.25,72.34,4,No
ORD101727,2025-02-02,2025-02,CUST4911,New Customer,Central,Lucknow,Electronics,Smartphone,Website,UPI,2,864,0.25,1296.0,251.31,6,No
ORD101728,2025-03-20,2025-03,CUST8167,New Customer,Central,Lucknow,Beauty,Makeup Kit,Mobile App,UPI,3,21,0.15,53.55,14.71,5,No
ORD101729,2025-08-24,2025-08,CUST9456,Premium Customer,Central,Kolkata,Electronics,Laptop,Mobile App,Net Banking,5,1101,0,5505,993.83,8,No
ORD101730,2025-12-15,2025-12,CUST7176,New Customer,East,Kolkata,Fashion,Dress,Marketplace,Net Banking,3,94,0,282,94.81,6,No
ORD101731,2025-07-25,2025-07,CUST8992,Returning Customer,West,Jaipur,Books,Fiction Book,Website,COD,2,44,0.25,66.0,14.84,4,No
ORD101732,2025-05-15,2025-05,CUST4787,Returning Customer,North,Delhi,Sports,Running Shoes,Marketplace,UPI,5,228,0.05,1083.0,180.58,6,No
