order_id,order_date,region,state,city,category,sub_category,customer_segment,sales,profit,quantity,discount,shipping_cost
ORD-100235,2023-12-09,West,Colorado,Denver,Technology,Accessories,Consumer,1178.6,42.32,5,0.3,39.54
ORD-100236,2025-10-11,West,Colorado,Denver,Technology,Copiers,Corporate,1911.75,474.88,6,0,32.54
ORD-100237,2024-03-23,Central,Illinois,Chicago,Office Supplies,Paper,Consumer,33.54,6.02,1,0,13.46
ORD-100238,2024-04-30,East,Maryland,Baltimore,Office Supplies,Storage,Home Office,526.97,85.87,7,0.05,53.96
ORD-100239,2024-02-28,West,Colorado,Denver,Furniture,Bookcases,Corporate,333.09,14.67,3,0.15,29.5
ORD-100240,2025-11-19,West,California,San Francisco,Furniture,Chairs,Home Office,954.72,76.35,3,0.05,24.44
ORD-100241,2024-05-21,Central,Missouri,St. Louis,Technology,Copiers,Corporate,393.9,85.18,7,0,52.24
ORD-100242,2025-01-25,Central,Missouri,St. Louis,Furniture,Chairs,Home Office,443.36,-21.22,2,0.3,17.76
ORD-100243,2023-05-10,Central,Michigan,Detroit,Furniture,Tables,Consumer,1334.87,144.77,6,0.05,34.38
ORD-100244,2024-12-04,West,California,Los Angeles,Technology,Machines,Consumer,369.57,9.64,3,0.3,30.33
ORD-100245,2025-05-26,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Consumer,465.76,80.79,5,0,44.13
ORD-100246,2023-12-05,West,Arizona,Phoenix,Office Supplies,Storage,Corporate,334.83,12.22,4,0.25,30.7
ORD-100247,2023-01-03,East,New Jersey,Newark,Technology,Accessories,Corporate,3250.44,874.15,8,0,40.65
ORD-100248,2023-09-28,Central,Illinois,Chicago,Technology,Machines,Consumer,461.77,96.14,2,0,20.33
ORD-100249,2023-10-08,Central,Michigan,Detroit,Office Supplies,Paper,Consumer,48.53,3.64,1,0.2,10.9
ORD-100250,2023-11-07,Central,Indiana,Indianapolis,Office Supplies,Appliances,Home Office,102.64,15.66,2,0,9.72
ORD-100251,2025-02-25,South,Georgia,Atlanta,Furniture,Tables,Consumer,363.09,22.73,2,0.15,17.67
ORD-100252,2024-09-09,East,Maryland,Baltimore,Office Supplies,Paper,Corporate,567.29,119.44,5,0,40.28
ORD-100253,2024-05-05,Central,Missouri,St. Louis,Technology,Accessories,Consumer,30,4.02,2,0.2,9.85
ORD-100254,2025-05-11,South,North Carolina,Charlotte,Office Supplies,Paper,Corporate,95.14,18.35,2,0,8.19
ORD-100255,2024-03-17,West,California,Los Angeles,Furniture,Bookcases,Corporate,636.45,52.49,7,0.05,30.69
ORD-100256,2025-11-13,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Consumer,163.51,17.23,2,0.15,18.22
ORD-100257,2024-05-03,West,California,San Francisco,Technology,Machines,Consumer,147.54,23.35,1,0.05,11.46
ORD-100258,2023-01-24,East,New Jersey,Newark,Furniture,Bookcases,Consumer,995.15,58.18,3,0.15,11.98
ORD-100259,2023-03-02,South,Georgia,Atlanta,Furniture,Chairs,Consumer,123.3,16.64,2,0,15.94
ORD-100260,2025-01-23,East,Massachusetts,Boston,Technology,Phones,Consumer,223.5,57.5,1,0,6.59
ORD-100261,2023-04-05,Central,Ohio,Columbus,Furniture,Tables,Consumer,15,-0.78,1,0.25,8.24
ORD-100262,2024-10-17,South,Texas,Houston,Office Supplies,Storage,Consumer,39.18,5.0,1,0.05,10.11
ORD-100263,2023-04-05,Central,Illinois,Chicago,Furniture,Bookcases,Corporate,606.72,74.75,5,0,22.71
ORD-100264,2024-09-14,East,New Jersey,Newark,Furniture,Furnishings,Home Office,1164.47,44.89,4,0.1,37.11
ORD-100265,2023-02-18,East,Maryland,Baltimore,Furniture,Chairs,Home Office,185.39,0.34,1,0.15,10.21
ORD-100266,2024-05-02,Central,Missouri,St. Louis,Technology,Accessories,Corporate,205.23,53.96,2,0,20.56
ORD-100267,2025-11-30,Central,Ohio,Columbus,Furniture,Chairs,Corporate,346.43,44.74,3,0,29.75
ORD-100268,2024-04-29,South,Florida,Miami,Furniture,Furnishings,Corporate,628.35,0.47,6,0.2,23.81
ORD-100269,2024-02-20,East,Maryland,Baltimore,Technology,Accessories,Consumer,793.59,108.58,8,0.2,28.63
ORD-100270,2024-09-23,Central,Ohio,Columbus,Technology,Phones,Consumer,1230.81,245.36,5,0,42.48
ORD-100271,2023-10-31,West,California,San Francisco,Furniture,Furnishings,Corporate,803.37,141.14,5,0,42.41
ORD-100272,2024-05-26,West,Arizona,Phoenix,Technology,Accessories,Consumer,589.25,74.7,1,0.1,12.27
ORD-100273,2025-02-01,West,Colorado,Denver,Office Supplies,Storage,Home Office,155.86,2.78,2,0.3,9.29
ORD-100274,2024-11-10,West,California,Los Angeles,Furniture,Chairs,Consumer,1294.55,-36.05,7,0.25,34.25
ORD-100275,2025-05-23,East,Massachusetts,Boston,Technology,Accessories,Consumer,1951.14,338.04,8,0.1,44.94
ORD-100276,2025-09-08,West,California,Los Angeles,Furniture,Furnishings,Consumer,649.67,53.12,4,0.1,33.46
ORD-100277,2023-02-09,Central,Ohio,Columbus,Furniture,Furnishings,Consumer,794.26,10.91,6,0.2,15.23
ORD-100278,2024-07-29,West,Arizona,Phoenix,Office Supplies,Storage,Corporate,318.1,37.06,4,0.05,29.39
ORD-100279,2024-06-29,West,California,San Francisco,Office Supplies,Appliances,Consumer,259.36,23.93,3,0.2,10.09
ORD-100280,2024-12-21,East,Maryland,Baltimore,Technology,Machines,Corporate,1094.91,-12.68,3,0.3,10.68
ORD-100281,2024-03-24,West,Colorado,Denver,Furniture,Chairs,Consumer,845.54,118.54,4,0.05,34.64
ORD-100282,2024-10-24,West,California,Los Angeles,Technology,Accessories,Corporate,698.5,149.22,6,0,53.56
ORD-100283,2025-03-21,West,Washington,Seattle,Furniture,Bookcases,Consumer,504.78,-23.51,3,0.3,13.16
ORD-100284,2024-12-31,East,Maryland,Baltimore,Technology,Machines,Consumer,455.62,74.49,5,0.05,12.56
ORD-100285,2025-03-12,West,California,San Francisco,Office Supplies,Storage,Home Office,217.14,-9.19,4,0.3,31.87
ORD-100286,2024-05-02,South,Florida,Miami,Technology,Phones,Home Office,1058.18,-14.79,6,0.3,22.81
ORD-100287,2023-05-19,South,Florida,Miami,Technology,Phones,Consumer,1481.23,91.65,8,0.25,38.21
ORD-100288,2025-02-07,West,Arizona,Phoenix,Office Supplies,Paper,Consumer,30,5.0,2,0,12.46
ORD-100289,2023-08-03,West,Washington,Seattle,Technology,Machines,Consumer,30,6.31,2,0,21.79
ORD-100290,2025-09-15,West,Arizona,Phoenix,Office Supplies,Paper,Corporate,299.19,33.61,7,0.05,31.72
ORD-100291,2024-01-25,Central,Indiana,Indianapolis,Office Supplies,Storage,Corporate,329.46,-13.57,5,0.3,25.13
ORD-100292,2025-05-25,West,Washington,Seattle,Office Supplies,Appliances,Consumer,76.37,6.9,1,0.1,8.54
ORD-100293,2023-06-17,Central,Illinois,Chicago,Furniture,Furnishings,Consumer,1421.47,129.2,5,0.05,25.85
ORD-100294,2024-01-18,Central,Illinois,Chicago,Furniture,Furnishings,Consumer,988.95,42.8,4,0.15,15.23
ORD-100295,2023-07-18,West,Washington,Seattle,Office Supplies,Appliances,Home Office,60,3.86,4,0.25,30.24
ORD-100296,2025-08-30,East,New Jersey,Newark,Furniture,Chairs,Consumer,117.28,8.01,1,0.05,11.8
ORD-100297,2023-12-21,East,Pennsylvania,Philadelphia,Technology,Accessories,Consumer,698.05,155.36,2,0.05,11.61
ORD-100298,2023-05-18,West,Arizona,Phoenix,Office Supplies,Appliances,Corporate,310.94,8.56,5,0.3,12.93
ORD-100299,2025-12-06,Central,Illinois,Chicago,Furniture,Tables,Consumer,586.85,94.32,2,0,20.14
ORD-100300,2024-12-05,Central,Ohio,Columbus,Furniture,Furnishings,Corporate,977.14,103.09,8,0,39.57
ORD-100301,2025-04-02,West,Arizona,Phoenix,Furniture,Tables,Consumer,2924.13,352.09,8,0,61.44
ORD-100302,2024-09-28,South,Georgia,Atlanta,Office Supplies,Binders,Home Office,114.51,15.41,4,0.05,31.82
ORD-100303,2024-10-19,South,Georgia,Atlanta,Office Supplies,Binders,Consumer,385.13,5.14,4,0.3,35.28
ORD-100304,2023-04-26,East,New York,New York City,Furniture,Furnishings,Consumer,127.61,9.55,1,0.05,12.33
ORD-100305,2023-04-29,East,New York,New York City,Furniture,Chairs,Home Office,609.3,-9.33,4,0.25,14.47
ORD-100306,2023-03-04,East,Massachusetts,Boston,Furniture,Furnishings,Consumer,2898.4,-26.14,8,0.2,63.91
ORD-100307,2024-06-13,West,Washington,Seattle,Technology,Machines,Consumer,1315.6,183.15,4,0.1,22.47
ORD-100308,2023-02-11,West,Arizona,Phoenix,Technology,Accessories,Corporate,83.39,11.48,1,0.1,12.14
ORD-100309,2024-09-17,South,Georgia,Atlanta,Furniture,Bookcases,Consumer,137.48,-2.74,4,0.25,11.21
ORD-100310,2025-02-05,South,Florida,Miami,Office Supplies,Binders,Consumer,457.0,45.77,6,0.15,50.18
ORD-100311,2024-06-18,South,Texas,Dallas,Technology,Accessories,Home Office,857.77,205.0,7,0,64.38
ORD-100312,2024-06-15,Central,Missouri,St. Louis,Furniture,Chairs,Corporate,213.67,5.42,4,0.2,17.23
ORD-100313,2025-12-30,Central,Ohio,Columbus,Office Supplies,Storage,Home Office,162.13,17.47,3,0.15,21.24
ORD-100314,2024-01-10,South,Texas,Houston,Technology,Copiers,Consumer,1756.86,155.36,5,0.25,24.1
ORD-100315,2024-06-17,South,Georgia,Atlanta,Technology,Machines,Consumer,283.23,73.09,2,0,13.34
ORD-100316,2024-09-03,Central,Illinois,Chicago,Technology,Accessories,Home Office,1402.93,149.2,6,0.25,51.5
ORD-100317,2025-07-26,East,Massachusetts,Boston,Office Supplies,Paper,Corporate,120,8.05,8,0.2,17.26
ORD-100318,2024-07-14,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Consumer,312.38,50.86,2,0.05,16.87
ORD-100319,2025-04-06,Central,Missouri,St. Louis,Furniture,Chairs,Consumer,602.47,16.94,4,0.2,25.87
ORD-100320,2023-02-06,West,California,San Francisco,Technology,Copiers,Consumer,30,1.88,2,0.25,12.29
ORD-100321,2023-05-14,West,Washington,Seattle,Furniture,Furnishings,Corporate,252.4,22.3,6,0.05,51.86
ORD-100322,2025-01-05,East,Pennsylvania,Philadelphia,Furniture,Chairs,Consumer,723.2,65.86,3,0.1,21.88
ORD-100323,2023-12-13,West,Washington,Seattle,Office Supplies,Binders,Consumer,358.24,71.5,5,0,35.37
ORD-100324,2023-02-10,West,California,Los Angeles,Furniture,Furnishings,Consumer,214.62,-8.98,5,0.3,19.69
ORD-100325,2023-01-20,South,Georgia,Atlanta,Office Supplies,Binders,Corporate,125.97,6.58,5,0.25,16.17
ORD-100326,2023-08-30,South,Texas,Houston,Technology,Machines,Consumer,355.8,55.98,4,0.15,38.25
ORD-100327,2025-01-03,Central,Ohio,Columbus,Technology,Phones,Corporate,670.24,77.24,4,0.1,29.81
ORD-100328,2023-08-15,Central,Michigan,Detroit,Technology,Phones,Corporate,183.6,25.79,2,0.15,14.39
ORD-100329,2024-08-29,South,Georgia,Atlanta,Technology,Phones,Corporate,288.52,25.49,1,0.2,7.31
ORD-100330,2023-04-04,West,California,San Francisco,Office Supplies,Paper,Consumer,303.59,36.91,8,0.15,22.21
ORD-100331,2024-12-02,East,New York,New York City,Furniture,Furnishings,Home Office,1288.49,-42.53,5,0.3,35.21
ORD-100332,2023-12-08,West,California,San Francisco,Office Supplies,Binders,Home Office,54.11,9.6,3,0,21.91
ORD-100333,2025-06-16,East,Maryland,Baltimore,Furniture,Bookcases,Corporate,198.22,-6.51,3,0.25,10.83
ORD-100334,2024-10-05,West,Colorado,Denver,Office Supplies,Paper,Home Office,416.34,74.51,6,0,44.52
ORD-100335,2025-09-13,South,Georgia,Atlanta,Technology,Phones,Consumer,251.64,15.92,3,0.3,11.07
ORD-100336,2025-10-03,South,Texas,Dallas,Furniture,Bookcases,Consumer,704.41,-25.5,4,0.25,17.58
ORD-100337,2025-07-29,Central,Indiana,Indianapolis,Furniture,Chairs,Home Office,542.75,53.86,8,0,40.09
ORD-100338,2023-01-01,West,Colorado,Denver,Office Supplies,Storage,Home Office,627.62,19.16,4,0.3,21.17
ORD-100339,2023-04-22,East,New Jersey,Newark,Furniture,Furnishings,Corporate,1017.88,25.65,6,0.1,28.92
ORD-100340,2024-08-20,South,Texas,Houston,Technology,Accessories,Consumer,1132.74,229.82,7,0,25.1
ORD-100341,2023-09-05,Central,Michigan,Detroit,Furniture,Tables,Corporate,362.74,57.85,2,0,14.31
ORD-100342,2025-10-29,East,New Jersey,Newark,Technology,Phones,Corporate,1278.88,87.21,7,0.3,53.77
ORD-100343,2023-12-29,East,Pennsylvania,Philadelphia,Technology,Machines,Corporate,604.78,84.44,6,0.1,54.47
ORD-100344,2024-08-25,Central,Michigan,Detroit,Technology,Machines,Corporate,1084.6,123.72,5,0.2,45.24
ORD-100345,2024-03-21,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Corporate,349.36,53.4,3,0.05,24.08
ORD-100346,2024-10-22,West,Washington,Seattle,Office Supplies,Appliances,Corporate,412.57,50.12,7,0.15,36.2
ORD-100347,2023-01-27,West,California,Los Angeles,Furniture,Tables,Consumer,231.05,33.74,1,0.05,11.28
ORD-100348,2023-10-27,West,Washington,Seattle,Technology,Phones,Consumer,3293.04,775.35,8,0,54.83
ORD-100349,2024-04-04,Central,Michigan,Detroit,Office Supplies,Storage,Corporate,96.69,9.37,1,0.2,6.88
ORD-100350,2024-05-29,East,Maryland,Baltimore,Furniture,Tables,Home Office,817.86,77.58,6,0.1,54.5
ORD-100351,2024-08-25,Central,Michigan,Detroit,Office Supplies,Binders,Consumer,189.94,33.92,3,0,21.19
ORD-100352,2023-09-24,East,Maryland,Baltimore,Furniture,Chairs,Consumer,390.92,40.59,3,0,16.28
ORD-100353,2023-04-15,South,Georgia,Atlanta,Office Supplies,Storage,Consumer,90,18.97,6,0,20.69
ORD-100354,2025-04-06,West,Washington,Seattle,Technology,Accessories,Corporate,1030.64,78.76,6,0.2,53.91
ORD-100355,2025-12-22,Central,Indiana,Indianapolis,Office Supplies,Binders,Consumer,90,14.52,6,0.1,42.67
ORD-100356,2024-10-19,Central,Illinois,Chicago,Furniture,Bookcases,Corporate,1259.17,216.6,5,0,41.27
ORD-100357,2025-02-06,Central,Missouri,St. Louis,Technology,Copiers,Home Office,794.21,154.92,4,0,37.78
ORD-100358,2025-12-28,West,California,Los Angeles,Technology,Accessories,Home Office,1857.43,368.7,7,0,56.11
ORD-100359,2025-06-10,West,California,San Francisco,Technology,Machines,Corporate,254.46,33.77,1,0.15,10.52
ORD-100360,2024-04-11,South,Georgia,Atlanta,Furniture,Furnishings,Corporate,1380.98,-53.14,7,0.2,48.49
ORD-100361,2025-12-31,West,Colorado,Denver,Technology,Phones,Corporate,260.84,39.99,2,0.15,12.22
ORD-100362,2023-06-27,South,Georgia,Atlanta,Furniture,Furnishings,Home Office,271.25,-24.67,1,0.3,8.04
ORD-100363,2025-03-11,South,Texas,Dallas,Furniture,Bookcases,Home Office,61.06,5.72,1,0,10.51
ORD-100364,2025-03-18,West,Washington,Seattle,Technology,Copiers,Consumer,507.55,83.27,3,0.05,22.45
ORD-100365,2024-06-01,East,New York,New York City,Technology,Phones,Home Office,1528.15,309.54,8,0,28.06
ORD-100366,2025-09-24,South,Florida,Miami,Technology,Accessories,Consumer,365.59,52.5,2,0.1,14.31
ORD-100367,2024-09-18,East,Maryland,Baltimore,Office Supplies,Storage,Corporate,561.13,78.05,7,0.1,46.9
ORD-100368,2024-07-20,South,Texas,Dallas,Office Supplies,Storage,Home Office,736.23,-16.72,8,0.3,34.11
ORD-100369,2023-08-11,East,Maryland,Baltimore,Technology,Copiers,Home Office,846.22,207.72,3,0,28.23
ORD-100370,2025-11-04,West,Colorado,Denver,Office Supplies,Appliances,Corporate,200.31,37.99,4,0,26.22
ORD-100371,2025-08-24,East,Massachusetts,Boston,Furniture,Tables,Home Office,1289.12,162.06,5,0,30.08
ORD-100372,2024-05-04,East,Maryland,Baltimore,Technology,Machines,Consumer,979.12,68.07,3,0.3,10.35
ORD-100373,2025-09-25,East,New York,New York City,Furniture,Bookcases,Consumer,60,-1.81,4,0.25,23.73
ORD-100374,2023-04-06,West,Washington,Seattle,Technology,Copiers,Home Office,979.87,177.75,5,0.05,25.75
ORD-100375,2023-06-09,South,Georgia,Atlanta,Technology,Machines,Consumer,490.0,110.33,6,0,19.84
ORD-100376,2023-12-06,East,New York,New York City,Office Supplies,Storage,Consumer,205.15,28.74,3,0.05,24.56
ORD-100377,2023-08-31,East,New Jersey,Newark,Furniture,Chairs,Consumer,390.43,-27.52,8,0.25,19.42
ORD-100378,2023-11-26,East,Maryland,Baltimore,Technology,Accessories,Consumer,1206.3,234.02,5,0.05,26.69
ORD-100379,2023-02-08,South,Texas,Houston,Technology,Machines,Corporate,2157.88,154.45,8,0.25,61.5
ORD-100380,2024-01-08,South,Texas,Dallas,Office Supplies,Storage,Home Office,97.62,10.64,2,0.1,9.85
ORD-100381,2023-02-03,East,Maryland,Baltimore,Office Supplies,Appliances,Home Office,197.81,43.32,2,0,15.44
ORD-100382,2023-08-29,West,Arizona,Phoenix,Office Supplies,Paper,Home Office,134.12,3.28,1,0.25,9.09
ORD-100383,2023-03-30,Central,Michigan,Detroit,Furniture,Furnishings,Consumer,224.57,24.01,2,0.1,9.17
ORD-100384,2025-04-16,South,Texas,Dallas,Technology,Phones,Corporate,523.7,111.94,2,0,10.88
ORD-100385,2024-10-08,Central,Ohio,Columbus,Technology,Accessories,Consumer,1046.79,109.99,5,0.2,47.21
ORD-100386,2025-03-24,East,New Jersey,Newark,Office Supplies,Appliances,Consumer,873.58,114.85,8,0.15,49.35
ORD-100387,2025-03-26,East,New York,New York City,Office Supplies,Paper,Consumer,298.26,24.48,3,0.2,22.39
ORD-100388,2023-04-17,East,New Jersey,Newark,Office Supplies,Binders,Corporate,270.3,7.66,3,0.3,18.64
ORD-100389,2023-05-12,South,Texas,Dallas,Furniture,Chairs,Corporate,1895.74,107.19,7,0.15,44.78
ORD-100390,2023-12-25,Central,Missouri,St. Louis,Technology,Accessories,Home Office,841.74,99.35,5,0.1,33.48
ORD-100391,2025-11-22,East,Maryland,Baltimore,Technology,Phones,Consumer,270.97,41.37,1,0.15,8.97
ORD-100392,2025-03-20,Central,Indiana,Indianapolis,Technology,Phones,Corporate,424.28,97.36,2,0,18.17
ORD-100393,2024-12-13,South,Florida,Miami,Technology,Accessories,Consumer,952.72,60.08,7,0.25,42.87
ORD-100394,2025-10-27,South,Florida,Miami,Technology,Copiers,Home Office,886.57,63.78,5,0.3,32.21
ORD-100395,2024-05-13,South,Georgia,Atlanta,Office Supplies,Appliances,Home Office,37.57,1.3,1,0.25,13.46
ORD-100396,2024-04-15,South,Georgia,Atlanta,Furniture,Chairs,Corporate,943.21,47.97,5,0.1,26.46
ORD-100397,2024-12-01,West,Colorado,Denver,Technology,Machines,Consumer,1181.79,188.98,4,0.1,16.59
ORD-100398,2024-05-10,South,Texas,Dallas,Technology,Accessories,Home Office,965.74,210.15,6,0.05,19.03
ORD-100399,2023-06-10,Central,Indiana,Indianapolis,Technology,Phones,Home Office,706.18,89.45,6,0.15,55.34
ORD-100400,2025-11-12,South,Georgia,Atlanta,Technology,Accessories,Consumer,861.84,59.96,7,0.3,17.1
ORD-100401,2024-12-12,Central,Michigan,Detroit,Furniture,Chairs,Corporate,1398.71,82.73,8,0.1,22.64
ORD-100402,2025-01-10,South,Texas,Dallas,Office Supplies,Storage,Consumer,554.07,23.79,8,0.2,44.93
ORD-100403,2024-03-07,Central,Ohio,Columbus,Furniture,Furnishings,Consumer,45,4.42,3,0.1,24.64
ORD-100404,2024-04-27,Central,Missouri,St. Louis,Technology,Accessories,Corporate,221.57,12.74,3,0.3,13.21
ORD-100405,2025-10-20,East,Maryland,Baltimore,Office Supplies,Storage,Corporate,322.84,56.77,5,0,36.67
ORD-100406,2023-05-03,East,Massachusetts,Boston,Furniture,Chairs,Consumer,2254.68,56.34,6,0.15,37.53
ORD-100407,2024-06-11,South,Texas,Houston,Furniture,Chairs,Consumer,211.89,30.86,4,0.05,18.97
ORD-100408,2024-10-27,Central,Missouri,St. Louis,Technology,Machines,Corporate,1108.82,250.2,8,0.05,52.87
ORD-100409,2024-11-21,Central,Indiana,Indianapolis,Office Supplies,Appliances,Home Office,187.67,7.23,2,0.2,12.08
ORD-100410,2024-07-01,Central,Ohio,Columbus,Furniture,Bookcases,Corporate,1786.56,-102.62,8,0.25,64.84
ORD-100411,2023-09-14,East,Massachusetts,Boston,Office Supplies,Binders,Consumer,527.49,-2.98,7,0.3,16.79
ORD-100412,2025-03-24,West,California,Los Angeles,Furniture,Tables,Consumer,1411.72,18.55,7,0.15,51.64
ORD-100413,2025-06-26,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Consumer,511.61,-6.63,6,0.3,50.58
ORD-100414,2024-07-11,Central,Michigan,Detroit,Office Supplies,Paper,Corporate,324.92,8.0,8,0.25,52.81
ORD-100415,2024-09-26,South,Georgia,Atlanta,Office Supplies,Paper,Corporate,415.14,55.97,8,0.05,17.01
ORD-100416,2023-10-07,South,Florida,Miami,Furniture,Chairs,Corporate,2203.09,-171.92,8,0.3,59.89
ORD-100417,2024-08-22,East,New York,New York City,Office Supplies,Storage,Consumer,337.08,17.55,7,0.25,26.31
ORD-100418,2023-06-12,Central,Michigan,Detroit,Office Supplies,Storage,Consumer,390.55,-2.18,5,0.25,14.9
ORD-100419,2023-10-07,South,Texas,Houston,Office Supplies,Appliances,Corporate,261.3,3.07,5,0.2,14.24
ORD-100420,2025-12-31,West,California,San Francisco,Technology,Copiers,Consumer,687.51,138.16,8,0,25.44
ORD-100421,2025-10-07,East,Massachusetts,Boston,Furniture,Bookcases,Corporate,2324.02,278.24,8,0,64.24
ORD-100422,2023-10-27,West,Washington,Seattle,Furniture,Chairs,Corporate,535.76,56.58,3,0.1,14.75
ORD-100423,2025-02-20,West,California,Los Angeles,Office Supplies,Paper,Consumer,536.46,62.48,8,0.1,60.18
ORD-100424,2025-12-03,East,New Jersey,Newark,Furniture,Bookcases,Home Office,1498.52,235.31,3,0,21.04
ORD-100425,2023-09-08,South,Georgia,Atlanta,Office Supplies,Storage,Consumer,81.41,13.13,1,0,9.54
ORD-100426,2023-01-31,East,Massachusetts,Boston,Office Supplies,Binders,Consumer,184.26,41.86,4,0,27.27
ORD-100427,2025-08-31,East,Massachusetts,Boston,Technology,Accessories,Consumer,353.84,65.59,2,0,17.02
ORD-100428,2023-08-08,East,New Jersey,Newark,Technology,Copiers,Home Office,712.81,36.34,6,0.3,14.9
ORD-100429,2025-02-12,South,Texas,Dallas,Furniture,Chairs,Consumer,516.57,-45.42,8,0.3,27.45
ORD-100430,2024-12-13,South,Georgia,Atlanta,Furniture,Tables,Consumer,405.34,-31.77,3,0.3,15.03
ORD-100431,2025-01-21,Central,Illinois,Chicago,Office Supplies,Appliances,Corporate,40.16,4.17,1,0.1,6.94
ORD-100432,2025-03-04,East,Maryland,Baltimore,Office Supplies,Appliances,Corporate,125.27,8.96,3,0.15,22.96
ORD-100433,2023-08-15,West,Colorado,Denver,Office Supplies,Binders,Consumer,206.72,37.97,3,0,11.57
ORD-100434,2025-03-06,Central,Indiana,Indianapolis,Office Supplies,Storage,Consumer,292.48,41.29,4,0,36.79
ORD-100435,2025-10-03,West,Arizona,Phoenix,Office Supplies,Binders,Consumer,649.59,139.1,7,0,28.52
ORD-100436,2023-03-25,West,Washington,Seattle,Technology,Accessories,Home Office,52.98,12.99,2,0,15.44
ORD-100437,2024-01-24,East,Maryland,Baltimore,Office Supplies,Paper,Corporate,67.06,14.01,3,0,21.61
ORD-100438,2025-07-28,Central,Illinois,Chicago,Technology,Accessories,Corporate,986.98,193.0,6,0.05,39.2
ORD-100439,2024-12-22,South,North Carolina,Charlotte,Furniture,Bookcases,Consumer,1542.08,116.71,7,0.1,25.98
ORD-100440,2024-06-04,South,Georgia,Atlanta,Furniture,Furnishings,Consumer,102.31,4.72,1,0.15,10.12
ORD-100441,2024-09-10,West,Washington,Seattle,Technology,Accessories,Home Office,259.09,42.81,1,0.15,10.08
ORD-100442,2023-11-13,West,California,Los Angeles,Furniture,Bookcases,Consumer,75,3.0,5,0.2,21.24
ORD-100443,2024-06-08,South,Texas,Houston,Office Supplies,Appliances,Corporate,237.37,-9.36,4,0.3,34.12
ORD-100444,2023-07-15,South,Texas,Houston,Office Supplies,Appliances,Consumer,15,0.62,1,0.2,12.22
ORD-100445,2025-05-03,West,California,San Francisco,Office Supplies,Binders,Corporate,742.61,43.51,7,0.2,22.83
ORD-100446,2025-10-25,East,Pennsylvania,Philadelphia,Technology,Machines,Home Office,538.42,82.85,2,0.1,19.01
ORD-100447,2023-10-31,East,Massachusetts,Boston,Technology,Machines,Corporate,129.85,8.14,1,0.25,11.92
ORD-100448,2023-09-25,East,New Jersey,Newark,Office Supplies,Paper,Consumer,226.75,21.95,4,0.1,18.46
ORD-100449,2025-05-30,South,North Carolina,Charlotte,Technology,Phones,Corporate,1175.16,121.57,7,0.2,16.69
ORD-100450,2024-09-16,East,Massachusetts,Boston,Office Supplies,Appliances,Corporate,659.26,147.13,8,0,30.08
ORD-100451,2025-02-04,East,New York,New York City,Technology,Phones,Consumer,1116.43,235.45,3,0,26.39
ORD-100452,2024-09-16,Central,Missouri,St. Louis,Technology,Copiers,Consumer,221.67,36.39,4,0.1,32.01
ORD-100453,2025-09-16,East,New York,New York City,Furniture,Chairs,Consumer,142.95,-0.39,1,0.15,11.08
ORD-100454,2023-01-18,West,Arizona,Phoenix,Office Supplies,Storage,Corporate,759.88,107.69,6,0,50.43
ORD-100455,2025-03-02,East,New Jersey,Newark,Office Supplies,Binders,Home Office,755.86,94.78,8,0.05,71.14
ORD-100456,2023-02-14,West,California,San Francisco,Office Supplies,Storage,Consumer,226.11,24.68,7,0.05,49.03
ORD-100457,2024-12-28,South,Texas,Dallas,Office Supplies,Storage,Corporate,596.86,134.28,5,0,45.72
ORD-100458,2024-04-06,East,Massachusetts,Boston,Furniture,Tables,Consumer,253.64,15.87,7,0.1,43.57
ORD-100459,2025-05-23,South,North Carolina,Charlotte,Furniture,Furnishings,Corporate,419.57,43.06,4,0.1,19.65
ORD-100460,2025-12-08,East,New Jersey,Newark,Technology,Accessories,Consumer,178.87,31.5,2,0.05,20.31
ORD-100461,2023-03-02,South,Georgia,Atlanta,Furniture,Bookcases,Consumer,1084.55,80.39,5,0.05,39.19
ORD-100462,2024-06-30,East,Maryland,Baltimore,Technology,Accessories,Corporate,1702.34,411.85,6,0,34.02
ORD-100463,2025-10-25,Central,Ohio,Columbus,Technology,Machines,Consumer,794.06,68.53,3,0.25,9.82
ORD-100464,2024-07-06,Central,Michigan,Detroit,Office Supplies,Paper,Corporate,173.88,33.2,2,0.05,21.8
ORD-100465,2025-09-30,South,Georgia,Atlanta,Technology,Machines,Consumer,44.26,3.78,1,0.2,13.07
ORD-100466,2025-12-11,West,Colorado,Denver,Technology,Machines,Consumer,78.43,12.68,1,0.1,9.27
ORD-100467,2023-03-22,Central,Indiana,Indianapolis,Office Supplies,Binders,Consumer,324.58,27.27,8,0.15,40.66
ORD-100468,2023-04-22,East,New Jersey,Newark,Office Supplies,Appliances,Consumer,166.42,29.55,2,0.05,21.13
ORD-100469,2023-10-05,Central,Missouri,St. Louis,Furniture,Furnishings,Consumer,385.28,40.23,8,0.1,22.05
ORD-100470,2024-10-25,East,New York,New York City,Technology,Phones,Corporate,703.74,159.85,6,0,30.13
