ticket_id,student_key,created_at,month,department,program_level,query_type,channel,priority,assigned_agent,status,resolution_hours,sla_target_hours,sla_met,first_contact_resolved,reopened,csat_score,academic_year
QRY-00387,STU-28015,2025-02-06 12:23,2025-02,Computer Applications,Diploma,Enrollment,Email,Low,Agent D,Pending Student,,72,Open,No,No,,2024-25
QRY-00388,STU-84938,2026-05-04 08:53,2026-05,Humanities,UG,Enrollment,Phone,Low,Agent A,In Progress,,72,Open,No,No,,2024-25
QRY-00389,STU-46923,2025-05-21 11:57,2025-05,Humanities,UG,Portal Access,Student Portal,Medium,Agent B,Resolved,6.8,48,Yes,Yes,No,3,2024-25
QRY-00390,STU-17320,2025-08-25 10:38,2025-08,Commerce,UG,Examination,Service Desk,Medium,Agent B,Resolved,41.6,48,Yes,No,No,4,2025-26
QRY-00391,STU-94891,2026-03-24 14:54,2026-03,Engineering,UG,Fee & Payment,Email,High,Agent D,Closed,12.8,24,Yes,Yes,No,4,2024-25
QRY-00392,STU-73192,2025-08-29 16:03,2025-08,Humanities,PG,Fee & Payment,Service Desk,Medium,Agent A,Resolved,18.5,48,Yes,No,Yes,3,2025-26
QRY-00393,STU-71495,2025-08-29 11:00,2025-08,Humanities,UG,Examination,Student Portal,Medium,Agent F,Resolved,22.9,48,Yes,Yes,No,4,2025-26
QRY-00394,STU-30663,2025-07-28 09:29,2025-07,Commerce,PG,Portal Access,Service Desk,Low,Agent B,Resolved,40.0,72,Yes,Yes,No,5,2025-26
QRY-00395,STU-33592,2026-06-02 17:00,2026-06,Humanities,PG,Portal Access,Email,Medium,Agent A,In Progress,,48,Open,No,No,,2024-25
QRY-00396,STU-94680,2026-05-07 08:24,2026-05,Science,UG,Scholarship,Student Portal,Medium,Agent E,Closed,17.8,48,Yes,Yes,No,5,2024-25
QRY-00397,STU-60859,2025-02-04 15:22,2025-02,Commerce,UG,Timetable,Walk-in,Medium,Agent A,Resolved,11.6,48,Yes,Yes,Yes,4,2024-25
QRY-00398,STU-10874,2025-02-20 10:42,2025-02,Management,UG,Examination,Phone,Medium,Agent C,Resolved,10.9,48,Yes,Yes,No,4,2024-25
QRY-00399,STU-50476,2025-05-27 08:28,2025-05,Engineering,Diploma,Portal Access,Walk-in,Medium,Agent B,Closed,34.8,48,Yes,Yes,Yes,4,2024-25
QRY-00400,STU-81687,2025-07-09 08:45,2025-07,Science,UG,Scholarship,Service Desk,Low,Agent C,Closed,32.8,72,Yes,Yes,No,4,2025-26
QRY-00401,STU-63845,2025-06-23 09:14,2025-06,Computer Applications,UG,Enrollment,Email,Medium,Agent F,Closed,13.5,48,Yes,No,No,5,2024-25
QRY-00402,STU-71462,2026-05-14 08:00,2026-05,Commerce,UG,Scholarship,Service Desk,Medium,Agent D,Closed,22.6,48,Yes,No,No,5,2024-25
QRY-00403,STU-64178,2025-09-28 11:05,2025-09,Commerce,UG,Fee & Payment,Student Portal,Low,Agent E,Closed,8.9,72,Yes,No,No,5,2025-26
QRY-00404,STU-52393,2025-10-04 16:41,2025-10,Commerce,PG,Results,Walk-in,Medium,Agent C,Resolved,54.9,48,No,No,No,5,2025-26
QRY-00405,STU-29066,2025-01-28 14:41,2025-01,Science,UG,Fee & Payment,Service Desk,Low,Agent B,Closed,39.6,72,Yes,No,No,5,2024-25
QRY-00406,STU-49496,2025-06-08 16:10,2025-06,Science,PG,Results,Service Desk,Low,Agent B,Closed,30.2,72,Yes,No,No,4,2024-25
QRY-00407,STU-63066,2025-07-08 13:28,2025-07,Engineering,UG,Document Update,Walk-in,Low,Agent D,Resolved,29.7,72,Yes,No,No,4,2025-26
QRY-00408,STU-53107,2025-11-28 09:42,2025-11,Computer Applications,UG,Fee & Payment,Email,Low,Agent A,Closed,11.5,72,Yes,Yes,Yes,2,2025-26
QRY-00409,STU-50512,2026-02-15 13:58,2026-02,Humanities,UG,Enrollment,Walk-in,Critical,Agent B,Closed,19.0,8,No,Yes,No,5,2024-25
QRY-00410,STU-85563,2025-12-04 09:41,2025-12,Engineering,UG,Fee & Payment,Phone,Low,Agent F,Resolved,20.3,72,Yes,Yes,No,4,2025-26
QRY-00411,STU-70494,2025-12-11 08:16,2025-12,Science,UG,Timetable,Walk-in,High,Agent B,Resolved,10.9,24,Yes,Yes,No,3,2025-26
QRY-00412,STU-17903,2025-05-04 09:57,2025-05,Commerce,Diploma,Timetable,Student Portal,Low,Agent C,Resolved,11.2,72,Yes,No,No,4,2024-25
QRY-00413,STU-13504,2025-06-07 14:00,2025-06,Science,PG,Scholarship,Walk-in,High,Agent A,In Progress,,24,Open,No,No,,2024-25
QRY-00414,STU-79746,2025-10-23 13:57,2025-10,Computer Applications,UG,Scholarship,Email,Critical,Agent A,Resolved,9.5,8,No,No,No,5,2025-26
QRY-00415,STU-60510,2025-01-19 10:00,2025-01,Science,UG,Portal Access,Email,Medium,Agent D,Closed,20.7,48,Yes,No,No,4,2024-25
QRY-00416,STU-13873,2025-03-10 11:10,2025-03,Commerce,UG,Portal Access,Service Desk,Medium,Agent E,Resolved,27.8,48,Yes,Yes,No,2,2024-25
QRY-00417,STU-82612,2025-10-25 14:22,2025-10,Computer Applications,UG,Timetable,Email,Low,Agent F,Pending Student,,72,Open,No,No,,2025-26
QRY-00418,STU-23383,2026-02-26 14:35,2026-02,Humanities,UG,Fee & Payment,Service Desk,Medium,Agent D,Resolved,24.0,48,Yes,Yes,No,5,2024-25
QRY-00419,STU-83744,2025-04-13 08:50,2025-04,Commerce,Diploma,Fee & Payment,Student Portal,Critical,Agent D,Resolved,13.3,8,No,Yes,No,4,2024-25
QRY-00420,STU-91492,2025-02-03 10:55,2025-02,Humanities,UG,Examination,Service Desk,Medium,Agent C,Closed,27.0,48,Yes,No,Yes,4,2024-25
QRY-00421,STU-98332,2025-10-23 15:45,2025-10,Humanities,UG,Timetable,Student Portal,Low,Agent F,Resolved,35.9,72,Yes,Yes,No,5,2025-26
QRY-00422,STU-60085,2025-10-21 08:30,2025-10,Science,UG,Examination,Phone,Medium,Agent C,Resolved,12.1,48,Yes,Yes,No,4,2025-26
QRY-00423,STU-56106,2026-04-29 13:00,2026-04,Computer Applications,PG,Results,Service Desk,Medium,Agent B,Resolved,29.5,48,Yes,Yes,No,4,2024-25
QRY-00424,STU-90413,2025-11-10 12:36,2025-11,Engineering,UG,Enrollment,Service Desk,Medium,Agent B,Closed,28.6,48,Yes,Yes,No,4,2025-26
QRY-00425,STU-40739,2025-06-25 12:09,2025-06,Science,PG,Results,Service Desk,High,Agent A,Resolved,51.1,24,No,Yes,No,5,2024-25
QRY-00426,STU-11395,2026-03-14 17:55,2026-03,Engineering,UG,Timetable,Student Portal,High,Agent D,Closed,12.7,24,Yes,Yes,No,4,2024-25
QRY-00427,STU-59083,2025-04-09 14:52,2025-04,Commerce,UG,Scholarship,Phone,Low,Agent F,Resolved,15.4,72,Yes,No,Yes,5,2024-25
QRY-00428,STU-30414,2025-07-24 13:05,2025-07,Science,UG,Examination,Email,Medium,Agent E,Resolved,32.0,48,Yes,Yes,No,4,2025-26
QRY-00429,STU-83680,2025-04-13 08:55,2025-04,Computer Applications,Doctoral,Fee & Payment,Service Desk,Medium,Agent A,Resolved,14.5,48,Yes,No,No,3,2024-25
QRY-00430,STU-53644,2025-12-15 16:51,2025-12,Management,UG,Document Update,Email,Medium,Agent D,In Progress,,48,Open,No,No,,2025-26
QRY-00431,STU-51907,2025-07-16 10:34,2025-07,Engineering,Diploma,Scholarship,Email,Medium,Agent B,Closed,36.8,48,Yes,No,No,4,2025-26
QRY-00432,STU-58998,2025-06-29 15:39,2025-06,Computer Applications,UG,Examination,Walk-in,Medium,Agent B,Resolved,7.7,48,Yes,Yes,No,4,2024-25
QRY-00433,STU-26060,2025-03-27 13:29,2025-03,Management,UG,Timetable,Service Desk,High,Agent F,Resolved,15.4,24,Yes,Yes,No,4,2024-25
QRY-00434,STU-55457,2025-03-22 11:22,2025-03,Commerce,UG,Portal Access,Service Desk,Medium,Agent F,Closed,24.2,48,Yes,Yes,No,3,2024-25
QRY-00435,STU-73233,2026-04-29 17:05,2026-04,Management,UG,Fee & Payment,Email,Medium,Agent D,Closed,17.2,48,Yes,Yes,No,2,2024-25
QRY-00436,STU-39453,2025-12-27 17:14,2025-12,Science,PG,Fee & Payment,Email,High,Agent C,Resolved,21.1,24,Yes,Yes,No,5,2025-26
QRY-00437,STU-97141,2025-10-21 16:43,2025-10,Humanities,UG,Examination,Service Desk,Critical,Agent A,Resolved,7.1,8,Yes,Yes,No,5,2025-26
QRY-00438,STU-66447,2025-09-07 10:59,2025-09,Engineering,Diploma,Enrollment,Student Portal,High,Agent A,Closed,33.6,24,No,Yes,No,3,2025-26
QRY-00439,STU-24562,2025-12-17 12:22,2025-12,Computer Applications,UG,Portal Access,Phone,Medium,Agent B,Closed,20.7,48,Yes,Yes,No,5,2025-26
QRY-00440,STU-60788,2025-02-18 10:54,2025-02,Management,UG,Examination,Phone,Medium,Agent E,Closed,11.7,48,Yes,Yes,No,5,2024-25
QRY-00441,STU-60504,2026-04-12 09:39,2026-04,Computer Applications,UG,Examination,Service Desk,Critical,Agent C,Closed,9.1,8,No,No,No,3,2024-25
QRY-00442,STU-38008,2025-03-16 13:57,2025-03,Computer Applications,UG,Timetable,Email,Medium,Agent D,Resolved,41.8,48,Yes,Yes,No,4,2024-25
QRY-00443,STU-33153,2025-01-06 10:19,2025-01,Engineering,UG,Fee & Payment,Service Desk,Medium,Agent D,In Progress,,48,Open,No,No,,2024-25
QRY-00444,STU-45495,2026-01-31 11:50,2026-01,Science,UG,Timetable,Student Portal,Medium,Agent A,Resolved,36.3,48,Yes,No,No,3,2024-25
QRY-00445,STU-46798,2025-11-06 12:29,2025-11,Commerce,UG,Scholarship,Service Desk,Medium,Agent F,Resolved,21.3,48,Yes,Yes,No,5,2025-26
QRY-00446,STU-19446,2025-08-22 12:01,2025-08,Science,UG,Enrollment,Service Desk,Medium,Agent E,Closed,33.6,48,Yes,No,No,5,2025-26
QRY-00447,STU-22762,2025-08-28 11:12,2025-08,Engineering,UG,Timetable,Service Desk,Low,Agent D,Resolved,10.1,72,Yes,Yes,No,4,2025-26
QRY-00448,STU-34152,2025-06-28 09:04,2025-06,Commerce,PG,Results,Service Desk,High,Agent D,Resolved,22.7,24,Yes,No,No,2,2024-25
QRY-00449,STU-32074,2025-04-27 08:35,2025-04,Computer Applications,UG,Enrollment,Student Portal,Medium,Agent D,Closed,18.6,48,Yes,Yes,No,4,2024-25
QRY-00450,STU-97804,2025-03-03 16:14,2025-03,Humanities,PG,Examination,Service Desk,Medium,Agent D,Resolved,14.2,48,Yes,Yes,No,4,2024-25
QRY-00451,STU-48951,2026-03-16 11:36,2026-03,Commerce,PG,Scholarship,Phone,Medium,Agent B,Resolved,34.5,48,Yes,Yes,No,4,2024-25
QRY-00452,STU-12768,2026-02-17 15:55,2026-02,Engineering,PG,Document Update,Service Desk,High,Agent C,Resolved,22.0,24,Yes,Yes,No,5,2024-25
QRY-00453,STU-18591,2026-02-04 15:36,2026-02,Science,UG,Scholarship,Student Portal,Medium,Agent D,Closed,11.3,48,Yes,Yes,No,4,2024-25
QRY-00454,STU-71075,2025-12-10 15:04,2025-12,Engineering,UG,Portal Access,Student Portal,Medium,Agent E,Resolved,10.2,48,Yes,Yes,No,4,2025-26
QRY-00455,STU-18001,2026-06-23 16:42,2026-06,Commerce,UG,Portal Access,Service Desk,High,Agent B,Pending Student,,24,Open,No,No,,2024-25
QRY-00456,STU-81026,2025-04-18 14:58,2025-04,Management,PG,Timetable,Student Portal,High,Agent A,Closed,15.8,24,Yes,Yes,No,4,2024-25
QRY-00457,STU-93968,2025-12-09 16:13,2025-12,Management,PG,Fee & Payment,Service Desk,Low,Agent E,Resolved,30.3,72,Yes,No,No,3,2025-26
QRY-00458,STU-52386,2025-09-17 12:52,2025-09,Humanities,PG,Document Update,Phone,Medium,Agent B,Resolved,35.0,48,Yes,Yes,No,1,2025-26
QRY-00459,STU-79605,2026-02-10 15:22,2026-02,Computer Applications,UG,Enrollment,Email,High,Agent E,Closed,25.7,24,No,Yes,No,1,2024-25
QRY-00460,STU-19621,2026-03-17 13:49,2026-03,Science,UG,Portal Access,Walk-in,Medium,Agent A,Closed,15.6,48,Yes,Yes,No,3,2024-25
QRY-00461,STU-70302,2025-04-22 11:08,2025-04,Computer Applications,PG,Enrollment,Phone,High,Agent A,Closed,32.2,24,No,No,No,5,2024-25
QRY-00462,STU-11063,2026-05-05 10:45,2026-05,Commerce,UG,Enrollment,Phone,High,Agent D,Resolved,10.3,24,Yes,No,No,4,2024-25
QRY-00463,STU-59784,2025-03-07 14:06,2025-03,Management,UG,Examination,Phone,Low,Agent A,Resolved,19.2,72,Yes,Yes,No,3,2024-25
QRY-00464,STU-96501,2025-09-22 13:07,2025-09,Humanities,UG,Scholarship,Service Desk,Medium,Agent E,Closed,20.4,48,Yes,No,No,5,2025-26
QRY-00465,STU-67135,2026-05-20 08:27,2026-05,Humanities,UG,Fee & Payment,Phone,Low,Agent F,Resolved,9.4,72,Yes,Yes,No,5,2024-25
QRY-00466,STU-97516,2026-02-19 13:24,2026-02,Science,UG,Enrollment,Student Portal,Medium,Agent A,Closed,24.2,48,Yes,No,No,5,2024-25
QRY-00467,STU-50269,2025-05-29 14:52,2025-05,Management,Diploma,Document Update,Service Desk,High,Agent E,Closed,15.7,24,Yes,Yes,Yes,3,2024-25
QRY-00468,STU-90860,2025-08-10 16:58,2025-08,Science,UG,Fee & Payment,Student Portal,Low,Agent C,Closed,22.7,72,Yes,Yes,No,4,2025-26
QRY-00469,STU-65252,2025-10-17 16:30,2025-10,Computer Applications,UG,Results,Service Desk,Medium,Agent C,Closed,25.4,48,Yes,Yes,No,5,2025-26
QRY-00470,STU-48707,2026-05-13 14:11,2026-05,Engineering,UG,Enrollment,Student Portal,Medium,Agent A,Closed,38.2,48,Yes,Yes,No,3,2024-25
QRY-00471,STU-29145,2026-05-18 17:51,2026-05,Computer Applications,UG,Examination,Service Desk,Critical,Agent F,Resolved,15.4,8,No,No,No,5,2024-25
QRY-00472,STU-26649,2026-04-08 15:27,2026-04,Science,PG,Fee & Payment,Walk-in,Medium,Agent E,Closed,37.2,48,Yes,Yes,No,4,2024-25
QRY-00473,STU-10173,2026-01-20 10:48,2026-01,Humanities,PG,Fee & Payment,Service Desk,Medium,Agent C,Resolved,31.0,48,Yes,Yes,No,4,2024-25
QRY-00474,STU-24035,2025-04-15 11:41,2025-04,Humanities,PG,Results,Walk-in,Medium,Agent C,In Progress,,48,Open,No,No,,2024-25
QRY-00475,STU-56774,2025-05-20 13:20,2025-05,Commerce,UG,Results,Student Portal,Medium,Agent E,Resolved,12.2,48,Yes,No,Yes,4,2024-25
QRY-00476,STU-62317,2026-01-11 14:01,2026-01,Management,UG,Fee & Payment,Phone,Medium,Agent C,Pending Student,,48,Open,No,No,,2024-25
QRY-00477,STU-44089,2025-09-18 14:44,2025-09,Humanities,UG,Results,Service Desk,High,Agent D,Resolved,10.1,24,Yes,Yes,No,5,2025-26
QRY-00478,STU-61972,2026-02-04 08:55,2026-02,Commerce,UG,Scholarship,Student Portal,Medium,Agent E,Closed,46.5,48,Yes,No,No,4,2024-25
QRY-00479,STU-51699,2026-03-25 17:30,2026-03,Management,UG,Timetable,Service Desk,Medium,Agent D,Resolved,28.4,48,Yes,Yes,No,4,2024-25
QRY-00480,STU-30534,2026-02-26 11:59,2026-02,Science,UG,Fee & Payment,Service Desk,Low,Agent E,Closed,32.0,72,Yes,Yes,No,2,2024-25
QRY-00481,STU-61523,2026-05-28 09:49,2026-05,Engineering,Diploma,Fee & Payment,Email,Medium,Agent F,Closed,4.4,48,Yes,Yes,No,5,2024-25
QRY-00482,STU-89233,2025-05-17 17:10,2025-05,Engineering,Diploma,Portal Access,Service Desk,Medium,Agent D,Resolved,16.5,48,Yes,No,No,3,2024-25
QRY-00483,STU-92824,2026-02-13 16:01,2026-02,Management,PG,Document Update,Service Desk,High,Agent B,Resolved,12.3,24,Yes,No,No,4,2024-25
QRY-00484,STU-97481,2026-06-18 17:43,2026-06,Humanities,UG,Scholarship,Email,Medium,Agent C,Closed,9.6,48,Yes,Yes,No,4,2024-25
QRY-00485,STU-46308,2025-09-30 08:03,2025-09,Management,PG,Document Update,Email,Low,Agent F,Resolved,4.3,72,Yes,Yes,No,5,2025-26
QRY-00486,STU-93123,2025-04-06 17:46,2025-04,Management,UG,Fee & Payment,Email,Medium,Agent F,Closed,26.7,48,Yes,Yes,No,2,2024-25
QRY-00487,STU-11635,2025-02-22 12:35,2025-02,Science,UG,Timetable,Student Portal,Medium,Agent E,Resolved,24.6,48,Yes,No,No,5,2024-25
QRY-00488,STU-99935,2025-07-27 11:11,2025-07,Humanities,UG,Results,Phone,Low,Agent E,Closed,28.6,72,Yes,Yes,No,5,2025-26
QRY-00489,STU-94229,2025-03-28 16:45,2025-03,Computer Applications,Diploma,Fee & Payment,Email,High,Agent E,Resolved,12.7,24,Yes,No,No,5,2024-25
QRY-00490,STU-38341,2025-09-01 09:55,2025-09,Management,PG,Scholarship,Service Desk,Medium,Agent C,Closed,23.3,48,Yes,Yes,No,3,2025-26
QRY-00491,STU-67711,2025-04-28 13:53,2025-04,Humanities,UG,Enrollment,Walk-in,High,Agent C,Closed,20.5,24,Yes,Yes,No,5,2024-25
QRY-00492,STU-48105,2025-08-08 14:32,2025-08,Humanities,PG,Scholarship,Student Portal,Medium,Agent D,Closed,56.9,48,No,No,No,4,2025-26
QRY-00493,STU-41892,2025-04-25 17:54,2025-04,Commerce,UG,Fee & Payment,Phone,Critical,Agent B,Closed,6.5,8,Yes,Yes,No,5,2024-25
QRY-00494,STU-36045,2025-01-16 14:44,2025-01,Science,Diploma,Results,Student Portal,High,Agent F,Resolved,9.6,24,Yes,Yes,No,3,2024-25
QRY-00495,STU-34294,2025-06-19 15:07,2025-06,Engineering,PG,Examination,Student Portal,Low,Agent C,Closed,7.5,72,Yes,Yes,No,5,2024-25
QRY-00496,STU-16306,2025-08-31 17:50,2025-08,Commerce,PG,Examination,Student Portal,Medium,Agent A,Closed,38.0,48,Yes,No,No,5,2025-26
QRY-00497,STU-53416,2025-04-16 08:54,2025-04,Humanities,PG,Fee & Payment,Phone,High,Agent E,Resolved,39.3,24,No,No,No,4,2024-25
QRY-00498,STU-44199,2025-07-26 11:31,2025-07,Management,UG,Timetable,Service Desk,Medium,Agent F,In Progress,,48,Open,No,No,,2025-26
QRY-00499,STU-81420,2025-03-12 15:08,2025-03,Science,Diploma,Enrollment,Phone,Low,Agent D,Closed,23.6,72,Yes,Yes,No,5,2024-25
QRY-00500,STU-85853,2026-05-14 09:42,2026-05,Engineering,Diploma,Document Update,Phone,High,Agent B,Closed,16.9,24,Yes,Yes,No,5,2024-25
QRY-00501,STU-99038,2025-08-21 10:26,2025-08,Management,UG,Enrollment,Student Portal,Critical,Agent B,Resolved,10.3,8,No,Yes,No,4,2025-26
QRY-00502,STU-82287,2025-08-21 17:00,2025-08,Computer Applications,PG,Document Update,Email,High,Agent A,Closed,17.9,24,Yes,Yes,No,4,2025-26
QRY-00503,STU-72331,2026-01-08 09:24,2026-01,Management,Doctoral,Fee & Payment,Student Portal,Medium,Agent D,Pending Student,,48,Open,No,No,,2024-25
QRY-00504,STU-11034,2025-09-27 13:15,2025-09,Management,UG,Fee & Payment,Student Portal,Medium,Agent F,Resolved,33.1,48,Yes,No,No,5,2025-26
QRY-00505,STU-52246,2025-06-02 11:59,2025-06,Management,PG,Fee & Payment,Phone,High,Agent F,Resolved,25.7,24,No,No,Yes,5,2024-25
QRY-00506,STU-98879,2026-01-11 08:31,2026-01,Computer Applications,UG,Enrollment,Student Portal,High,Agent D,Resolved,5.5,24,Yes,No,No,4,2024-25
QRY-00507,STU-45228,2025-07-25 12:10,2025-07,Science,UG,Portal Access,Walk-in,Medium,Agent D,Resolved,47.8,48,Yes,Yes,No,5,2025-26
QRY-00508,STU-10007,2025-01-04 08:31,2025-01,Engineering,Diploma,Examination,Email,Medium,Agent E,Resolved,28.3,48,Yes,Yes,No,1,2024-25
QRY-00509,STU-82070,2025-12-17 15:53,2025-12,Humanities,UG,Enrollment,Walk-in,Medium,Agent B,Resolved,21.2,48,Yes,Yes,No,5,2025-26
QRY-00510,STU-92750,2025-08-13 08:59,2025-08,Engineering,PG,Document Update,Service Desk,Low,Agent C,Resolved,39.8,72,Yes,No,No,5,2025-26
QRY-00511,STU-32067,2025-04-01 09:09,2025-04,Humanities,Diploma,Enrollment,Student Portal,High,Agent E,Resolved,16.4,24,Yes,Yes,No,5,2024-25
QRY-00512,STU-87337,2025-03-12 15:15,2025-03,Computer Applications,UG,Scholarship,Service Desk,Medium,Agent A,Resolved,31.5,48,Yes,Yes,No,4,2024-25
QRY-00513,STU-99978,2025-07-28 15:14,2025-07,Computer Applications,UG,Enrollment,Student Portal,Medium,Agent F,Closed,7.3,48,Yes,No,No,4,2025-26
QRY-00514,STU-63754,2025-07-04 13:11,2025-07,Management,UG,Fee & Payment,Phone,Medium,Agent F,Resolved,19.6,48,Yes,Yes,No,5,2025-26
QRY-00515,STU-58202,2025-01-03 15:10,2025-01,Commerce,PG,Fee & Payment,Student Portal,Low,Agent C,Resolved,29.7,72,Yes,Yes,No,4,2024-25
QRY-00516,STU-31083,2025-12-20 10:00,2025-12,Humanities,UG,Fee & Payment,Email,High,Agent A,Resolved,35.2,24,No,No,No,4,2025-26
QRY-00517,STU-58029,2025-01-04 15:31,2025-01,Computer Applications,UG,Document Update,Phone,High,Agent E,In Progress,,24,Open,No,No,,2024-25
QRY-00518,STU-35221,2025-08-09 10:47,2025-08,Humanities,UG,Scholarship,Student Portal,Medium,Agent B,Resolved,41.9,48,Yes,No,No,4,2025-26
QRY-00519,STU-92442,2026-06-10 12:45,2026-06,Commerce,PG,Fee & Payment,Email,Medium,Agent B,Resolved,29.6,48,Yes,No,No,1,2024-25
QRY-00520,STU-51495,2026-03-26 08:39,2026-03,Science,UG,Scholarship,Service Desk,Medium,Agent E,Resolved,19.5,48,Yes,Yes,No,4,2024-25
QRY-00521,STU-34845,2025-08-07 10:25,2025-08,Science,UG,Scholarship,Phone,Medium,Agent D,Resolved,43.5,48,Yes,No,No,5,2025-26
QRY-00522,STU-50456,2025-06-23 10:14,2025-06,Humanities,UG,Document Update,Email,High,Agent E,Resolved,15.8,24,Yes,Yes,No,4,2024-25
QRY-00523,STU-63049,2026-06-04 16:14,2026-06,Computer Applications,UG,Results,Service Desk,Medium,Agent F,Resolved,7.4,48,Yes,Yes,No,4,2024-25
QRY-00524,STU-38377,2026-04-23 11:58,2026-04,Humanities,UG,Portal Access,Service Desk,Critical,Agent D,Resolved,19.8,8,No,Yes,No,4,2024-25
QRY-00525,STU-73557,2026-03-17 16:57,2026-03,Commerce,PG,Document Update,Phone,Medium,Agent A,In Progress,,48,Open,No,No,,2024-25
QRY-00526,STU-93307,2025-10-23 17:17,2025-10,Engineering,UG,Enrollment,Student Portal,Medium,Agent F,Closed,12.3,48,Yes,No,No,5,2025-26
QRY-00527,STU-95665,2025-02-22 12:58,2025-02,Humanities,Diploma,Fee & Payment,Phone,Medium,Agent F,Closed,17.4,48,Yes,Yes,No,4,2024-25
QRY-00528,STU-28253,2026-02-27 12:57,2026-02,Science,UG,Timetable,Walk-in,Medium,Agent D,Closed,25.1,48,Yes,No,No,4,2024-25
QRY-00529,STU-90153,2025-10-18 08:04,2025-10,Engineering,UG,Portal Access,Service Desk,High,Agent A,Resolved,15.4,24,Yes,Yes,Yes,5,2025-26
QRY-00530,STU-48863,2026-04-29 10:06,2026-04,Management,UG,Enrollment,Phone,Medium,Agent C,Closed,13.0,48,Yes,No,No,4,2024-25
QRY-00531,STU-99846,2025-03-21 15:58,2025-03,Commerce,PG,Document Update,Walk-in,Medium,Agent F,In Progress,,48,Open,No,No,,2024-25
QRY-00532,STU-95714,2026-06-13 10:58,2026-06,Humanities,Diploma,Examination,Email,Medium,Agent A,Pending Student,,48,Open,No,No,,2024-25
QRY-00533,STU-23449,2025-03-11 14:17,2025-03,Computer Applications,UG,Fee & Payment,Email,Low,Agent A,Closed,25.4,72,Yes,No,No,4,2024-25
QRY-00534,STU-95375,2026-02-20 14:56,2026-02,Engineering,UG,Results,Student Portal,Medium,Agent E,In Progress,,48,Open,No,No,,2024-25
QRY-00535,STU-27098,2025-06-01 12:54,2025-06,Science,UG,Document Update,Email,Medium,Agent B,In Progress,,48,Open,No,No,,2024-25
QRY-00536,STU-91510,2025-12-14 10:21,2025-12,Computer Applications,UG,Portal Access,Phone,Medium,Agent A,Closed,22.6,48,Yes,Yes,No,5,2025-26
QRY-00537,STU-46155,2025-10-13 11:54,2025-10,Commerce,PG,Fee & Payment,Email,Medium,Agent E,Closed,5.7,48,Yes,Yes,No,5,2025-26
QRY-00538,STU-85319,2025-05-31 12:35,2025-05,Commerce,UG,Portal Access,Service Desk,Medium,Agent D,Closed,22.1,48,Yes,Yes,No,5,2024-25
QRY-00539,STU-48965,2026-05-03 17:32,2026-05,Science,UG,Examination,Student Portal,Medium,Agent D,Resolved,7.7,48,Yes,Yes,No,5,2024-25
QRY-00540,STU-69146,2025-02-28 17:20,2025-02,Commerce,UG,Timetable,Walk-in,Medium,Agent E,Resolved,19.8,48,Yes,No,No,3,2024-25
QRY-00541,STU-99496,2026-04-16 10:54,2026-04,Commerce,PG,Timetable,Phone,Medium,Agent C,Resolved,18.1,48,Yes,Yes,No,4,2024-25
QRY-00542,STU-30071,2025-02-18 16:38,2025-02,Humanities,PG,Enrollment,Phone,Medium,Agent F,Resolved,11.1,48,Yes,Yes,No,5,2024-25
QRY-00543,STU-92184,2025-08-02 14:56,2025-08,Commerce,PG,Fee & Payment,Walk-in,Medium,Agent D,Resolved,19.8,48,Yes,Yes,No,4,2025-26
QRY-00544,STU-68521,2026-02-19 14:07,2026-02,Computer Applications,UG,Portal Access,Email,Medium,Agent C,Pending Student,,48,Open,No,No,,2024-25
QRY-00545,STU-59761,2025-09-02 10:07,2025-09,Science,PG,Examination,Student Portal,Critical,Agent D,Closed,21.3,8,No,No,No,5,2025-26
QRY-00546,STU-33778,2025-02-10 17:44,2025-02,Commerce,PG,Timetable,Phone,High,Agent A,Resolved,15.0,24,Yes,Yes,Yes,3,2024-25
QRY-00547,STU-76103,2025-04-17 15:16,2025-04,Management,UG,Enrollment,Service Desk,Medium,Agent A,Resolved,9.9,48,Yes,Yes,No,5,2024-25
QRY-00548,STU-39923,2025-08-21 13:09,2025-08,Engineering,UG,Scholarship,Walk-in,Critical,Agent D,In Progress,,8,Open,No,No,,2025-26
QRY-00549,STU-36950,2026-02-26 11:46,2026-02,Engineering,PG,Enrollment,Email,Low,Agent B,In Progress,,72,Open,No,No,,2024-25
QRY-00550,STU-25798,2026-05-16 11:35,2026-05,Management,Diploma,Portal Access,Student Portal,High,Agent A,Resolved,18.1,24,Yes,Yes,No,5,2024-25
QRY-00551,STU-49360,2025-09-01 13:40,2025-09,Commerce,UG,Scholarship,Student Portal,High,Agent E,Closed,20.7,24,Yes,No,Yes,4,2025-26
QRY-00552,STU-23520,2025-02-01 11:59,2025-02,Humanities,UG,Portal Access,Student Portal,High,Agent B,Resolved,16.9,24,Yes,Yes,No,4,2024-25
QRY-00553,STU-26311,2025-05-08 14:42,2025-05,Engineering,Diploma,Enrollment,Phone,High,Agent C,Resolved,19.1,24,Yes,No,No,5,2024-25
QRY-00554,STU-96390,2026-03-12 15:00,2026-03,Computer Applications,PG,Fee & Payment,Email,Low,Agent E,Closed,8.9,72,Yes,No,Yes,4,2024-25
QRY-00555,STU-66049,2025-09-23 08:25,2025-09,Commerce,UG,Examination,Phone,Low,Agent B,Resolved,22.0,72,Yes,No,Yes,4,2025-26
